Rk,Player,Age,Team,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards,Player-additional
319,Ben Saraf,19,BRK,SG,7,5,97,3.0,.377,.481,.296,3.3,12.8,7.7,24.4,1.0,0.0,22.8,17.3,-0.2,0.0,-0.2,-0.114,-6.9,-2.8,-9.7,-0.2,,sarafbe01
320,Mitchell Robinson,27,NYK,C,6,6,97,21.2,.566,.000,.053,36.7,20.6,29.2,7.9,1.5,7.6,17.1,9.9,0.3,0.1,0.5,.234,1.7,-1.5,0.2,0.1,,robinmi01
321,Brooks Barnhizer,23,OKC,SG,12,0,96,7.7,.474,.077,.308,5.9,21.6,14.1,3.8,1.0,2.2,6.3,7.1,0.0,0.2,0.2,.124,-4.0,1.7,-2.3,0.0,,barnhbr01
322,Micah Peavy,24,NOP,SG,9,0,94,3.3,.293,.391,.087,9.7,12.9,11.2,8.7,0.5,1.1,7.7,11.6,-0.1,0.0,-0.1,-0.069,-6.7,-2.9,-9.7,-0.2,,peavymi01
323,Nigel Hayes-Davis,31,PHO,SF,11,0,93,5.8,.452,.381,.000,6.1,9.7,7.9,6.9,2.6,0.0,19.2,11.7,-0.1,0.1,0.0,.006,-5.6,-0.4,-6.0,-0.1,,hayesni01
324,Cam Christie,20,LAC,SG,8,0,92,16.9,.601,.533,.500,3.9,14.7,9.5,12.9,1.1,1.1,2.7,18.1,0.2,0.0,0.3,.140,2.6,-0.8,1.8,0.1,,chrisca02
325,Isaiah Livers,27,PHO,PF,8,0,92,10.4,.635,.875,.188,4.9,12.3,8.6,5.4,1.1,3.1,5.5,8.3,0.1,0.1,0.2,.119,-0.4,-0.2,-0.6,0.0,,liveris01
326,KJ Simpson,23,CHO,PG,6,0,90,8.0,.439,.378,.108,3.9,13.7,8.9,28.5,2.1,0.0,20.5,22.6,-0.2,0.0,-0.1,-0.055,-4.7,-1.1,-5.8,-0.1,,simpskj01
327,Nick Smith Jr.,21,LAL,SG,6,0,90,9.7,.548,.486,.081,0.0,7.5,3.9,21.1,1.6,1.1,20.7,23.1,-0.1,0.1,0.0,-0.022,-2.5,-2.5,-5.0,-0.1,,smithni01
328,Sidy Cissoko,21,POR,SF,8,0,89,6.4,.525,.333,.467,7.0,9.2,8.0,8.4,1.1,0.0,10.0,8.9,0.1,0.0,0.1,.056,-4.0,-1.1,-5.1,-0.1,,cissosi01
329,Taelon Peter,23,IND,SG,9,0,87,4.9,.395,.917,.125,4.3,12.9,8.2,19.5,1.1,2.1,24.0,15.5,-0.2,0.1,-0.1,-0.076,-5.0,-1.0,-6.0,-0.1,,peterta01
330,Pat Connaughton,33,CHO,SG,9,0,85,13.8,.585,.615,.192,4.1,19.8,12.1,10.0,2.3,1.0,9.6,15.3,0.1,0.1,0.2,.089,-0.1,1.1,1.0,0.1,,connapa01
331,Jett Howard,22,ORL,SF,10,0,84,8.4,.483,.759,.000,1.4,6.4,4.0,11.9,0.6,3.0,3.3,15.1,0.0,0.1,0.1,.056,-0.8,0.0,-0.8,0.0,,howarje01
332,Tidjane Salaün,20,CHO,PF,7,0,83,9.6,.508,.632,.316,7.1,27.0,17.3,7.9,1.2,1.1,12.2,12.4,0.0,0.1,0.1,.052,-3.0,-0.9,-3.8,0.0,,salauti01
333,Obi Toppin,27,IND,PF,3,0,82,12.0,.526,.472,.250,3.4,23.3,12.5,10.3,1.7,0.0,13.1,22.7,-0.1,0.1,0.0,.011,-2.5,-0.7,-3.2,0.0,,toppiob01
334,Asa Newell,20,ATL,PF,8,0,80,18.3,.654,.500,.281,12.6,10.5,11.5,1.8,2.4,3.5,10.0,21.1,0.1,0.1,0.3,.154,0.8,-1.0,-0.3,0.0,,newelas01
335,Dereck Lively II,21,DAL,C,5,3,80,13.1,.661,.000,.429,8.0,21.9,15.1,18.0,1.8,7.2,32.5,12.9,0.0,0.2,0.2,.107,-4.7,4.1,-0.7,0.0,,livelde01
336,Dominick Barlow,22,PHI,PF,3,2,79,13.7,.606,.389,.333,15.3,12.6,14.0,13.4,0.0,3.5,19.5,13.5,0.1,0.0,0.2,.111,0.7,-0.6,0.1,0.0,,barlodo01
337,Gui Santos,23,GSW,PF,12,0,77,7.7,.548,.762,.095,11.5,12.0,11.7,3.7,2.5,0.0,18.6,14.8,0.0,0.1,0.1,.045,-5.0,-1.3,-6.3,-0.1,,santogu01
338,Branden Carlson,26,OKC,C,9,0,76,9.7,.500,.480,.000,4.5,19.1,12.1,5.3,1.3,5.4,10.7,15.9,0.0,0.2,0.1,.088,-5.3,0.6,-4.7,-0.1,,carlsbr01
339,Olivier-Maxence Prosper,23,MEM,PF,9,0,76,16.4,.666,.250,.800,8.2,17.0,12.5,9.9,0.6,1.2,12.9,16.9,0.2,0.1,0.2,.150,-0.3,-1.5,-1.8,0.0,,prospol01
340,Chris Boucher,33,BOS,PF,7,0,76,6.9,.372,.545,.091,2.7,21.8,12.0,3.3,2.6,6.6,4.2,13.3,-0.1,0.2,0.1,.040,-7.4,2.5,-5.0,-0.1,,bouchch01
341,Jordan McLaughlin,29,SAS,PG,8,0,74,15.0,.553,.625,.125,4.9,4.5,4.7,18.0,4.6,0.0,7.3,15.7,0.1,0.1,0.3,.167,-0.7,3.4,2.8,0.1,,mclaujo01
342,Maxime Raynaud,22,SAC,C,6,0,74,10.2,.482,.130,.391,10.3,23.6,16.7,7.3,1.3,2.5,18.2,18.8,-0.1,0.0,0.0,-0.029,-4.5,-1.7,-6.2,-0.1,,raynama01
343,Julian Phillips,22,CHI,SF,11,0,73,8.2,.475,.500,.000,7.7,4.2,5.8,1.8,2.6,2.3,4.8,12.0,0.0,0.1,0.1,.039,-3.5,-0.4,-3.8,0.0,,phillju01
344,Jamison Battle,24,TOR,SF,10,0,73,18.7,.976,.714,.000,1.5,14.8,8.3,3.8,1.3,1.3,16.0,14.4,0.2,0.1,0.2,.154,5.8,0.7,6.4,0.2,,battlja01
345,Darius Garland,26,CLE,PG,3,3,73,13.6,.493,.528,.222,4.2,9.4,6.6,28.9,1.9,0.0,11.2,24.6,0.1,0.1,0.1,.078,-1.7,-1.9,-3.6,0.0,,garlada01
346,Bennedict Mathurin,23,IND,SF,2,2,73,24.3,.730,.323,.839,3.9,17.0,9.8,12.6,0.0,0.0,10.5,26.3,0.3,0.0,0.3,.223,7.2,-0.7,6.5,0.1,,mathube01
347,Spencer Jones,24,DEN,SF,8,0,72,6.7,.697,.556,.444,3.3,0.0,1.5,6.5,4.0,1.3,31.7,9.3,0.0,0.1,0.1,.077,-5.2,2.6,-2.5,0.0,,jonessp01
348,Gabe Vincent,29,LAL,PG,3,3,72,3.7,.384,.769,.231,1.7,3.1,2.5,11.8,2.0,0.0,12.3,9.8,0.0,0.0,0.0,.004,-5.1,0.1,-5.0,-0.1,,vincega01
349,Duop Reath,29,POR,C,9,0,71,16.6,.864,.909,.000,1.5,8.2,4.6,8.1,0.0,1.2,4.3,12.8,0.3,0.0,0.3,.178,5.7,-1.0,4.7,0.1,,reathdu01
350,Julian Strawther,23,DEN,SG,9,0,71,7.7,.462,.533,.433,0.0,20.4,11.0,7.3,0.0,1.3,7.7,23.1,-0.1,0.1,0.0,.006,-6.6,-2.5,-9.1,-0.1,,strawju01
351,Gary Harris,31,MIL,SG,7,0,70,10.7,.643,.571,.000,1.6,4.7,3.2,7.1,3.4,2.6,12.5,9.9,0.0,0.1,0.1,.081,-1.7,2.0,0.2,0.0,,harriga01
352,Kobe Sanders,23,LAC,SG,5,0,69,9.0,.514,.609,.130,8.7,6.5,7.6,14.8,2.2,0.0,17.1,18.8,0.0,0.0,0.0,.001,-3.1,-2.3,-5.5,0.0,,sandeko01
353,Tyler Kolek,24,NYK,PG,10,0,67,6.5,.479,.542,.000,3.0,5.3,4.1,26.0,0.7,0.0,20.0,18.3,0.0,0.0,0.0,-0.006,-4.2,-1.4,-5.6,-0.1,,kolekty01
354,Devin Carter,23,SAC,PG,8,0,65,6.9,.366,.524,.238,5.0,16.2,10.4,17.6,4.3,1.4,20.5,18.9,-0.2,0.1,-0.1,-0.089,-6.3,1.8,-4.5,0.0,,cartede02
355,Will Riley,19,WAS,SF,9,0,64,11.2,.484,.222,.333,4.9,17.6,11.3,15.1,1.5,0.0,8.8,14.7,0.0,0.0,0.0,.011,-2.1,-1.8,-3.9,0.0,,rileywi01
356,Nae'Qwan Tomlin,25,CLE,PF,5,0,64,23.6,.595,.280,.400,17.5,12.5,15.2,7.0,4.4,5.8,3.3,19.2,0.2,0.1,0.4,.263,0.7,2.6,3.4,0.1,,tomlina01
357,Chris Youngblood,23,OKC,SG,12,0,63,4.2,.451,.929,.429,3.6,6.6,5.2,3.8,0.8,0.0,0.0,11.4,0.0,0.1,0.1,.091,-6.6,-0.9,-7.5,-0.1,,youngch01
358,Elijah Harkless,25,UTA,SG,6,0,63,4.3,.492,.636,.455,3.3,6.9,5.1,8.4,2.3,0.0,18.5,10.4,0.0,0.0,0.0,.000,-6.6,0.9,-5.7,-0.1,,harklej01
359,Monte Morris,30,IND,PG,5,0,62,7.1,.385,.421,.211,1.5,10.9,5.8,21.3,0.8,1.5,4.6,14.2,0.0,0.0,0.0,-0.013,-4.7,-1.8,-6.5,-0.1,,morrimo01
360,Jericho Sims,27,MIL,C,9,0,61,9.2,.781,.000,1.000,13.1,16.3,14.7,5.7,0.8,3.0,41.0,6.9,0.1,0.0,0.1,.084,-4.0,-1.1,-5.1,0.0,,simsje01
361,Xavier Tillman Sr.,27,BOS,C,7,0,61,15.8,.556,.444,.000,12.0,18.1,14.9,8.9,2.5,1.7,5.3,13.2,0.1,0.1,0.2,.165,0.5,1.2,1.7,0.1,,tillmxa01
362,Kobe Brown,26,LAC,PF,7,0,60,11.2,.588,.545,.364,8.0,20.7,14.6,15.9,0.0,0.0,19.0,11.6,0.1,0.0,0.1,.070,-1.0,-1.2,-2.3,0.0,,brownko01
363,Tristan Vukcevic,22,WAS,C,10,0,59,11.3,.549,.455,.455,1.8,13.9,7.9,9.9,0.8,5.8,15.9,22.1,-0.1,0.0,0.0,-0.039,-3.3,-1.2,-4.5,0.0,,vukcetr01
364,Aaron Holiday,29,HOU,PG,7,0,58,16.9,.751,.611,.500,0.0,7.5,3.9,16.4,0.9,1.7,18.5,19.1,0.2,0.0,0.2,.178,2.3,-0.5,1.9,0.1,,holidaa01
365,Ariel Hukporti,23,NYK,C,8,2,56,7.2,.500,.000,.000,12.7,21.0,16.5,10.8,0.9,3.8,38.5,9.5,0.0,0.1,0.0,.029,-5.6,1.1,-4.5,0.0,,hukpoar01
366,Cody Martin,30,IND,SF,4,0,55,3.1,.277,.500,.600,1.7,26.6,13.0,4.9,3.4,3.4,24.0,12.2,-0.2,0.1,-0.1,-0.094,-10.2,1.8,-8.3,-0.1,,martico01
367,Carter Bryant,20,SAS,PF,8,0,54,1.0,.381,.524,.143,0.0,16.3,8.5,0.0,1.8,1.8,15.2,20.7,-0.2,0.1,-0.1,-0.109,-9.9,-2.4,-12.3,-0.1,,bryanca01
368,Thomas Bryant,28,CLE,C,8,0,54,12.0,.429,.455,.136,9.4,21.2,15.0,2.7,2.6,5.1,4.1,18.2,-0.1,0.1,0.0,.039,-5.5,-0.4,-5.8,-0.1,,bryanth01
369,Bobi Klintman,22,DET,SF,6,0,53,4.2,.381,.524,.143,10.0,21.9,15.9,9.9,1.8,0.0,18.3,21.0,-0.2,0.1,-0.1,-0.063,-8.7,-2.0,-10.6,-0.1,,klintbo01
370,Matisse Thybulle,28,POR,SG,4,0,49,21.4,.850,.600,.400,0.0,9.6,4.5,8.1,9.5,0.0,7.8,10.3,0.2,0.1,0.3,.265,0.5,10.3,10.7,0.2,,thybuma01
371,Kyle Anderson,32,UTA,SF,3,0,49,12.2,.523,.000,.412,6.4,8.9,7.6,27.8,1.0,0.0,13.0,19.1,0.0,0.0,0.1,.057,-1.7,-0.3,-2.0,0.0,,anderky01
372,Jordan Miller,26,LAC,SF,3,0,49,18.6,.717,.563,.500,7.4,11.5,9.5,9.4,1.0,0.0,13.3,20.4,0.1,0.0,0.2,.147,4.8,-2.8,2.1,0.1,,millejo02
373,Maxi Kleber,34,LAL,PF,3,0,48,9.6,.717,.750,.500,5.2,11.7,8.6,10.1,1.0,4.1,0.0,4.4,0.1,0.0,0.1,.140,-0.7,1.9,1.2,0.0,,klebima01
374,Noah Penda,21,ORL,SF,7,0,47,16.8,.666,.182,.364,14.6,16.1,15.4,18.4,1.0,3.6,19.0,14.2,0.1,0.1,0.2,.177,1.0,0.7,1.6,0.0,,pendano01
375,Luke Travers,24,CLE,SG,6,0,47,8.9,.268,.375,.375,8.7,17.0,12.6,10.2,3.0,7.8,5.1,16.9,-0.1,0.1,0.0,-0.011,-5.9,1.5,-4.4,0.0,,travelu01
376,Bismack Biyombo,33,SAS,C,6,0,46,3.6,.500,.000,.000,5.3,9.5,7.5,5.0,3.1,2.1,50.0,3.7,0.0,0.1,0.1,.059,-6.7,2.7,-4.0,0.0,,biyombi01
377,Caleb Love,24,POR,SG,5,0,45,7.2,.340,.600,.000,2.3,23.4,12.2,24.5,1.0,0.0,3.8,22.9,-0.1,0.0,0.0,-0.048,-4.4,-3.0,-7.4,-0.1,,loveca01
378,Ryan Nembhard,22,DAL,PG,5,0,45,4.9,.490,.267,.200,2.4,0.0,1.2,30.7,0.0,0.0,26.9,20.7,-0.1,0.0,-0.1,-0.086,-5.8,-4.3,-10.1,-0.1,,nembhry01
379,T.J. McConnell,33,IND,PG,3,0,43,12.9,.413,.194,.032,2.2,5.2,3.6,32.7,2.2,0.0,0.0,29.6,0.0,0.0,0.0,-0.029,-3.7,-2.9,-6.6,0.0,,mccontj01
380,Jalen Pickett,26,DEN,SG,6,1,42,9.0,.603,.500,.083,2.9,12.3,7.9,21.3,0.0,0.0,24.3,16.6,0.0,0.0,0.0,.056,-2.8,-1.1,-4.0,0.0,,pickeja02
381,Dalen Terry,23,CHI,SG,7,0,41,8.8,.515,.222,.667,0.0,7.4,3.9,12.4,1.1,4.0,7.9,12.9,0.0,0.0,0.0,.048,-3.3,0.5,-2.8,0.0,,terryda01
382,Lindy Waters III,28,SAS,SG,5,0,41,11.4,.750,1.000,.000,0.0,10.7,5.6,9.6,0.0,0.0,0.0,10.3,0.1,0.0,0.1,.163,1.8,-0.7,1.1,0.0,,waterli01
383,Rayan Rupert,21,POR,SG,7,0,40,2.0,.304,.667,.222,2.6,20.5,11.0,6.0,2.3,0.0,9.2,10.8,-0.1,0.0,0.0,-0.032,-9.1,-0.8,-9.9,-0.1,,ruperra01
384,Brandon Miller,23,CHO,SF,2,2,40,13.9,.493,.440,.400,0.0,0.0,0.0,33.6,1.2,2.2,9.3,33.8,0.0,0.0,0.0,.016,-3.5,-2.6,-6.1,0.0,,millebr02
385,Jae'Sean Tate,30,HOU,SF,7,0,39,2.0,.364,.273,.000,3.0,13.9,8.6,3.2,1.3,0.0,8.3,12.7,0.0,0.0,0.0,-0.014,-9.5,-2.1,-11.6,-0.1,,tateja01
386,AJ Johnson,21,WAS,SG,8,0,38,1.3,.274,.182,.364,5.5,8.1,6.8,13.2,0.0,0.0,7.3,15.0,-0.1,0.0,-0.1,-0.143,-7.9,-4.9,-12.7,-0.1,,johnsaj01
387,Jevon Carter,30,CHI,PG,3,0,38,20.6,.957,.875,.250,3.0,5.3,4.2,20.9,2.5,0.0,10.1,10.8,0.2,0.0,0.2,.246,6.0,1.4,7.4,0.1,,carteje01
388,Kelly Olynyk,34,SAS,C,4,0,37,18.9,.688,.125,.000,16.4,17.8,17.1,46.9,0.0,0.0,27.3,12.6,0.1,0.0,0.2,.236,3.8,3.5,7.3,0.1,,olynyke01
389,Johnny Furphy,21,IND,SG,3,0,37,4.8,.667,.500,.000,2.5,15.2,8.3,0.0,2.5,0.0,33.3,9.8,0.0,0.0,0.0,-0.017,-7.2,1.2,-6.0,0.0,,furphjo01
390,Rasheer Fleming,21,PHO,PF,7,0,36,7.4,.400,.600,.000,12.6,6.3,9.5,7.5,1.3,2.6,6.3,18.6,0.0,0.0,0.0,.006,-5.2,-3.4,-8.6,-0.1,,flemira01
391,Khaman Maluach,19,PHO,C,7,0,35,6.5,.618,.429,1.143,3.2,16.2,9.7,3.6,0.0,10.9,32.2,18.5,-0.1,0.0,0.0,-0.012,-10.6,1.0,-9.6,-0.1,,maluakh01
392,Jonathan Mogbo,24,TOR,PF,7,0,35,11.6,.500,.000,.000,9.7,18.6,14.2,13.7,1.4,5.4,14.3,8.4,0.0,0.1,0.1,.118,-1.4,2.0,0.6,0.0,,mogbojo01
393,Malaki Branham,22,WAS,SG,5,0,34,19.1,.654,.455,.727,9.2,15.1,12.1,13.1,0.0,0.0,6.4,18.9,0.1,0.0,0.1,.144,2.9,-2.6,0.2,0.0,,branhma01
394,Mac McClung,27,IND,SG,3,0,34,13.2,.481,.556,.222,0.0,13.2,6.0,5.1,6.9,2.7,9.2,25.9,-0.1,0.1,0.0,.011,-5.7,5.9,0.2,0.0,,mccluma01
395,Dylan Cardwell,24,SAC,C,3,1,33,2.5,.363,.167,.333,6.6,10.6,8.5,0.0,2.8,8.4,22.5,11.3,-0.1,0.0,0.0,-0.061,-12.1,0.3,-11.8,-0.1,,cardwdy01
396,Nolan Traoré,19,BRK,PG,3,0,33,1.5,.354,.667,.222,0.0,3.8,1.7,16.6,3.0,0.0,16.8,15.3,-0.1,0.0,-0.1,-0.110,-9.2,-2.2,-11.3,-0.1,,traorno01
397,Caleb Houstan,23,ATL,SF,5,0,32,12.8,.751,.750,.375,10.5,0.0,5.1,8.2,1.5,2.9,24.4,16.2,0.0,0.0,0.1,.108,-1.1,-1.7,-2.8,0.0,,houstca01
398,Jared McCain,21,PHI,SG,3,0,31,-7.7,.000,.222,.000,0.0,7.1,3.6,14.9,1.5,0.0,10.0,13.4,-0.2,0.0,-0.2,-0.239,-14.2,-2.1,-16.3,-0.1,,mccaija01
399,Charles Bassey,25,MEM,C,2,0,31,12.6,.376,.000,.375,23.5,27.8,25.6,9.2,1.5,3.0,9.7,13.8,0.0,0.0,0.0,.070,-3.6,-1.1,-4.8,0.0,,bassech01
400,Joan Beringer,19,MIN,PF,8,0,30,12.5,.806,.000,.143,3.9,24.8,14.8,0.0,1.6,3.0,21.2,13.4,0.0,0.0,0.1,.098,-5.2,1.0,-4.2,0.0,,berinjo01
401,Jase Richardson,20,ORL,SG,7,0,30,-0.9,.255,.600,.400,0.0,3.6,1.9,25.4,0.0,0.0,33.8,12.5,-0.1,0.0,-0.1,-0.127,-6.5,-2.5,-9.0,-0.1,,richaja02
402,Mason Plumlee,35,CHO,C,6,0,30,7.1,.798,.000,2.000,3.9,14.9,9.5,8.6,0.0,0.0,34.7,8.0,0.0,0.0,0.0,.016,-4.0,-1.3,-5.3,0.0,,plumlma01
403,Bryce McGowens,23,NOP,SG,5,0,30,13.6,.518,.200,.800,0.0,4.0,1.8,15.0,3.3,0.0,6.9,20.4,0.0,0.0,0.0,.043,-2.6,-0.2,-2.9,0.0,,mcgowbr01
404,Jalen Green,23,PHO,SG,2,2,30,28.9,.615,.609,.217,7.6,7.5,7.6,26.0,3.2,0.0,7.4,37.9,0.1,0.0,0.1,.196,10.8,0.4,11.2,0.1,,greenja05
405,Coby White,25,CHI,SG,1,0,30,27.1,.670,.571,1.000,0.0,13.5,7.1,37.0,1.6,0.0,13.0,32.2,0.2,0.0,0.2,.295,5.3,-0.2,5.1,0.0,,whiteco01
406,Yang Hansen,20,POR,C,5,0,29,1.8,.387,.333,.667,10.7,4.0,7.6,0.0,0.0,6.1,20.5,20.0,-0.1,0.0,-0.1,-0.130,-10.5,-3.6,-14.2,-0.1,,yangha01
407,GG Jackson II,21,MEM,PF,6,0,28,7.1,.351,.429,.500,3.7,7.7,5.7,5.4,5.0,0.0,0.0,25.2,-0.1,0.0,0.0,-0.081,-6.8,-0.4,-7.2,0.0,,jacksgg01
408,Dario Šarić,31,SAC,C,3,0,28,5.0,.425,.400,.400,3.9,16.7,10.0,8.6,0.0,0.0,14.5,10.4,0.0,0.0,0.0,-0.036,-3.3,-2.1,-5.4,0.0,,saricda01
409,Wendell Moore Jr.,24,DET,SG,2,0,28,13.5,.750,.250,.000,3.8,3.8,3.8,13.7,1.7,3.5,0.0,5.8,0.1,0.0,0.1,.172,-0.7,2.5,1.7,0.0,,moorewe01
410,PJ Hall,23,MEM,C,7,0,27,18.8,.630,.333,.333,11.6,23.9,17.6,12.1,0.0,7.0,8.8,17.3,0.1,0.0,0.1,.151,1.2,0.0,1.2,0.0,,hallpj01
411,Leonard Miller,22,MIN,SF,7,0,27,13.8,.615,.300,.500,4.3,27.6,16.5,5.5,1.8,0.0,19.7,23.9,0.0,0.0,0.0,.036,-5.5,-0.8,-6.3,0.0,,millele01
412,Tyson Etienne,26,BRK,PG,5,0,25,-5.7,.273,.909,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.7,-0.1,0.0,-0.1,-0.231,-12.5,-7.1,-19.6,-0.1,,etienty01
413,E.J. Liddell,25,BRK,PF,5,0,25,9.2,.487,.727,.273,4.2,29.7,16.0,0.0,0.0,0.0,0.0,20.9,0.0,0.0,0.0,.002,-3.5,-4.9,-8.5,0.0,,liddeej01
414,Zach Edey,23,MEM,C,1,1,25,19.0,.593,.143,1.286,8.3,21.5,14.8,0.0,3.8,7.5,8.4,19.8,0.0,0.1,0.1,.177,-1.0,4.6,3.6,0.0,,edeyza01
415,JD Davison,23,HOU,PG,5,0,24,14.9,.619,.750,.250,0.0,0.0,0.0,11.2,2.1,4.0,0.0,15.2,0.1,0.0,0.1,.165,1.5,0.2,1.7,0.0,,davisjd01
416,DeAndre Jordan,37,NOP,C,2,1,23,18.9,.765,.000,.400,17.6,31.7,24.0,0.0,0.0,0.0,14.5,12.6,0.1,0.0,0.1,.124,2.0,-3.3,-1.2,0.0,,jordade01
417,Andre Jackson Jr.,24,MIL,SG,6,0,22,6.4,.000,.500,.000,5.2,5.0,5.1,30.1,4.4,4.1,50.0,7.9,0.0,0.0,0.0,-0.007,-5.4,3.3,-2.1,0.0,,jacksan01
418,Yanic Konan Niederhauser,22,LAC,C,5,0,22,35.8,.825,.000,1.000,16.4,15.4,15.9,18.3,0.0,4.5,8.0,25.2,0.1,0.0,0.2,.341,8.5,0.8,9.3,0.1,,konanya01
419,Keshad Johnson,24,MIA,SF,4,0,22,2.1,.292,.500,.000,5.0,21.9,14.0,0.0,4.1,0.0,7.7,24.1,-0.1,0.0,-0.1,-0.174,-11.5,-2.2,-13.7,-0.1,,johnske10
420,Tolu Smith,25,DET,PF,2,0,22,36.3,.767,.000,.875,19.2,33.6,26.4,14.7,2.2,4.4,8.3,22.4,0.1,0.1,0.2,.410,9.9,3.8,13.7,0.1,,smithto05
421,Zeke Nnaji,25,DEN,PF,6,0,21,8.5,.661,.571,.429,5.7,4.9,5.3,13.0,0.0,0.0,19.4,20.8,0.0,0.0,0.0,.084,-6.7,-1.3,-8.0,0.0,,nnajize01
422,Jeff Green,39,HOU,PF,5,0,21,21.5,1.000,1.000,.000,5.5,5.1,5.3,0.0,0.0,4.6,0.0,11.8,0.1,0.0,0.1,.256,8.3,-0.7,7.6,0.1,,greenje02
423,Mark Sears,23,MIL,PG,5,0,21,17.2,.759,.556,.889,5.4,0.0,2.7,7.1,0.0,0.0,24.2,34.1,0.0,0.0,0.0,.045,4.0,-4.2,-0.2,0.0,,searsma01
424,Eric Gordon,37,PHI,SG,3,0,21,8.4,.800,.800,.000,0.0,0.0,0.0,6.6,2.3,0.0,28.6,13.9,0.0,0.0,0.0,.025,-2.0,-0.7,-2.7,0.0,,gordoer01
425,Jamir Watkins,24,WAS,SG,3,0,21,9.5,.750,.250,.000,4.9,24.4,14.7,0.0,0.0,4.1,20.0,9.9,0.0,0.0,0.0,.037,-6.5,-2.5,-9.0,0.0,,watkija01
426,Antonio Reeves,25,CHO,SG,2,0,21,12.6,.750,.833,.000,5.6,5.3,5.5,0.0,0.0,0.0,0.0,11.9,0.1,0.0,0.0,.112,2.8,-1.3,1.5,0.0,,reevean01
427,James Wiseman,24,IND,C,1,1,20,5.3,.667,.000,.000,18.8,0.0,10.2,0.0,0.0,4.6,50.0,12.1,0.0,0.0,0.0,-0.080,-9.3,-4.7,-13.9,-0.1,,wisemja01
