Rk,Player,Age,Team,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards,Player-additional,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Dist.,%_of_FGA_by_Distance_2P,%_of_FGA_by_Distance_0-3,%_of_FGA_by_Distance_3-10,%_of_FGA_by_Distance_10-16,%_of_FGA_by_Distance_16-3P,%_of_FGA_by_Distance_3P,FG%_by_Distance_2P,FG%_by_Distance_0-3,FG%_by_Distance_3-10,FG%_by_Distance_10-16,FG%_by_Distance_16-3P,FG%_by_Distance_3P,%_of_FG_Ast'd_2P,%_of_FG_Ast'd_3P,Dunks_%FGA,Dunks_#,Corner_3s_%3PA,Corner_3s_3P%,1/2_Court_Att.,1/2_Court_Md.,-additional_-9999,Trp-Dbl,Season
42.0,Stephon Castle,21.0,SAS,PG,13.0,13.0,416.0,17.4,0.585,0.323,0.548,5.8,14.8,10.5,33.7,2.6,1.2,21.3,24.9,0.4,0.7,1.1,0.127,-0.2,0.8,0.6,0.3,,castlst01,5.9,11.9,0.497,0.9,3.8,0.24,5.0,8.1,0.619,0.535,4.5,6.5,0.694,1.5,4.3,5.8,7.5,1.7,0.4,4.0,3.6,17.3,11.9,0.677,0.323,0.219,0.123,0.013,0.323,0.619,0.76,0.441,0.579,0.5,0.24,0.323,1.0,0.071,11.0,0.14,0.429,0.0,0.0,castlst01,1.0,2025-26
43.0,Victor Wembanyama,22.0,SAS,C,12.0,12.0,416.0,25.6,0.609,0.262,0.38,7.0,34.6,21.5,18.7,1.5,9.9,14.3,30.7,0.7,1.1,1.8,0.204,2.7,3.5,6.2,0.9,,wembavi01,9.3,18.4,0.502,1.7,4.8,0.345,7.6,13.6,0.558,0.548,6.0,7.0,0.857,2.0,10.9,12.9,4.0,1.1,3.6,3.6,3.7,26.2,12.4,0.738,0.303,0.176,0.136,0.122,0.262,0.558,0.821,0.359,0.4,0.37,0.345,0.582,0.85,0.163,34.0,0.103,0.5,0.0,0.0,wembavi01,1.0,2025-26
44.0,Royce O'Neale,32.0,PHO,SF,14.0,10.0,413.0,13.1,0.626,0.817,0.048,4.1,17.0,10.6,14.0,2.0,0.5,14.0,15.1,0.5,0.5,1.0,0.117,0.9,0.0,0.9,0.3,,onealro01,4.0,9.0,0.444,3.2,7.4,0.437,0.8,1.6,0.478,0.623,0.3,0.4,0.667,1.1,4.4,5.5,3.1,1.2,0.1,1.5,2.6,11.5,22.9,0.183,0.04,0.087,0.048,0.008,0.817,0.478,0.2,0.455,0.667,1.0,0.437,0.545,0.956,0.008,1.0,0.165,0.588,0.0,0.0,onealro01,0.0,2025-26
45.0,Myles Turner,29.0,MIL,C,14.0,14.0,412.0,14.3,0.579,0.582,0.216,4.7,18.7,11.8,8.3,1.9,5.5,11.5,17.4,0.2,0.5,0.7,0.086,-0.5,0.5,0.0,0.2,,turnemy01,4.2,9.6,0.44,2.3,5.6,0.41,1.9,4.0,0.482,0.56,1.4,2.1,0.69,1.2,5.0,6.2,1.9,1.1,1.8,1.4,2.8,12.1,18.9,0.418,0.097,0.142,0.119,0.06,0.582,0.482,0.769,0.421,0.313,0.5,0.41,0.63,1.0,0.022,3.0,0.179,0.571,0.0,0.0,turnemy01,0.0,2025-26
46.0,Jaden McDaniels,25.0,MIN,PF,13.0,13.0,412.0,16.7,0.644,0.268,0.201,4.0,11.6,8.0,10.7,1.4,3.8,11.9,20.9,0.7,0.4,1.1,0.125,0.3,0.2,0.6,0.3,,mcdanja02,6.9,12.6,0.549,1.7,3.4,0.5,5.2,9.2,0.567,0.616,2.2,2.5,0.848,1.1,3.5,4.5,2.3,0.9,1.3,1.8,3.7,17.7,10.9,0.732,0.25,0.311,0.152,0.018,0.268,0.567,0.756,0.529,0.32,0.667,0.5,0.676,0.955,0.061,8.0,0.432,0.579,0.0,0.0,mcdanja02,0.0,2025-26
47.0,Zach LaVine,30.0,SAC,SG,12.0,12.0,412.0,16.3,0.657,0.489,0.283,0.5,11.3,5.7,10.3,0.8,0.4,10.4,23.6,0.6,0.0,0.6,0.069,2.0,-2.4,-0.4,0.2,,lavinza01,7.8,15.3,0.511,3.2,7.5,0.422,4.7,7.8,0.596,0.614,3.8,4.3,0.885,0.2,3.3,3.5,2.3,0.6,0.2,2.0,2.5,22.7,16.4,0.511,0.179,0.179,0.06,0.092,0.489,0.596,0.758,0.545,0.545,0.412,0.422,0.679,0.789,0.065,12.0,0.189,0.529,0.0,0.0,lavinza01,0.0,2025-26
48.0,Onyeka Okongwu,25.0,ATL,C,14.0,5.0,411.0,17.7,0.633,0.411,0.344,6.8,21.7,14.5,12.2,1.5,3.4,11.2,20.1,0.7,0.7,1.4,0.16,0.3,0.6,0.9,0.3,,okongon01,5.6,10.8,0.517,1.7,4.4,0.387,3.9,6.4,0.607,0.596,2.9,3.7,0.769,1.8,6.1,7.9,2.5,0.9,1.1,1.6,3.5,15.7,12.7,0.589,0.272,0.285,0.033,0.0,0.411,0.607,0.78,0.442,0.6,,0.387,0.852,1.0,0.106,15.0,0.403,0.48,0.0,0.0,okongon01,0.0,2025-26
49.0,Rudy Gobert,33.0,MIN,C,13.0,13.0,410.0,15.2,0.725,0.0,0.513,10.5,22.8,17.0,5.5,0.7,5.3,19.1,11.9,0.6,0.6,1.2,0.138,-1.2,0.6,-0.6,0.1,,goberru01,4.5,5.8,0.763,0.0,0.0,,4.5,5.8,0.763,0.763,1.5,3.0,0.487,2.8,6.8,9.6,1.3,0.5,1.8,1.7,3.1,10.4,2.0,1.0,0.737,0.263,0.0,0.0,0.0,0.763,0.839,0.55,,,,0.69,,0.408,28.0,,,0.0,0.0,goberru01,0.0,2025-26
50.0,Nikola Jokić,30.0,DEN,C,12.0,12.0,410.0,38.3,0.769,0.281,0.375,10.5,30.3,21.1,52.4,2.6,2.1,14.8,27.1,2.9,0.9,3.8,0.449,13.4,6.8,20.2,2.3,,jokicni01,10.8,16.0,0.672,1.9,4.5,0.426,8.8,11.5,0.768,0.732,5.3,6.0,0.875,3.0,10.0,13.0,10.9,1.8,0.8,3.3,2.8,28.7,11.2,0.719,0.266,0.354,0.068,0.031,0.281,0.768,0.882,0.676,0.692,1.0,0.426,0.613,0.913,0.036,7.0,0.056,0.667,0.0,0.0,jokicni01,7.0,2025-26
51.0,RJ Barrett,25.0,TOR,SF,13.0,13.0,409.0,17.2,0.598,0.376,0.29,3.0,14.6,8.9,18.4,1.3,0.9,9.1,23.8,0.6,0.4,1.1,0.126,1.5,-0.6,1.0,0.3,,barrerj01,7.2,14.3,0.505,1.8,5.4,0.343,5.4,8.9,0.603,0.57,3.0,4.2,0.722,0.8,4.2,5.1,4.0,0.8,0.3,1.6,2.8,19.3,12.2,0.624,0.317,0.231,0.07,0.005,0.376,0.603,0.678,0.581,0.385,0.0,0.343,0.557,0.958,0.048,9.0,0.229,0.375,0.0,0.0,barrerj01,0.0,2025-26
52.0,Immanuel Quickley,26.0,TOR,PG,13.0,13.0,408.0,16.4,0.589,0.513,0.263,2.2,12.7,7.6,26.7,1.9,0.0,11.2,20.2,0.7,0.4,1.1,0.135,1.6,0.0,1.6,0.4,,quickim01,5.5,12.0,0.462,2.3,6.2,0.375,3.2,5.8,0.553,0.558,2.4,3.2,0.756,0.6,3.7,4.3,6.2,1.2,0.0,1.7,2.2,15.8,16.7,0.487,0.16,0.205,0.09,0.032,0.513,0.553,0.8,0.375,0.571,0.4,0.375,0.357,0.8,0.006,1.0,0.113,0.111,0.0,0.0,quickim01,0.0,2025-26
53.0,Ivica Zubac,28.0,LAC,C,13.0,13.0,407.0,20.2,0.654,0.0,0.28,12.4,26.6,19.7,12.0,0.9,3.4,15.3,20.6,0.8,0.3,1.1,0.134,0.9,-1.0,-0.1,0.2,,zubaciv01,6.9,11.0,0.629,0.0,0.0,,6.9,11.0,0.629,0.629,2.3,3.1,0.75,3.2,7.4,10.6,2.2,0.5,1.1,2.2,2.7,16.2,4.4,1.0,0.42,0.497,0.084,0.0,0.0,0.629,0.767,0.507,0.667,,,0.633,,0.168,22.0,,,0.0,0.0,zubaciv01,0.0,2025-26
54.0,Donovan Mitchell,29.0,CLE,SG,12.0,12.0,407.0,24.6,0.646,0.519,0.37,2.3,12.9,7.3,27.6,2.1,1.4,12.4,32.0,1.2,0.5,1.6,0.192,7.1,0.5,7.6,1.0,,mitchdo01,10.1,20.3,0.498,4.0,10.5,0.381,6.1,9.8,0.624,0.597,6.3,7.5,0.833,0.8,3.8,4.6,5.4,1.5,0.5,3.3,2.2,30.4,17.4,0.481,0.136,0.177,0.086,0.082,0.519,0.624,0.636,0.651,0.571,0.6,0.381,0.219,0.583,0.016,3.0,0.111,0.571,0.0,0.0,mitchdo01,0.0,2025-26
55.0,Cade Cunningham,24.0,DET,PG,11.0,11.0,407.0,20.7,0.538,0.3,0.354,3.1,12.2,7.7,42.4,1.8,2.2,12.5,32.1,0.7,0.6,1.3,0.149,3.9,0.3,4.3,0.6,,cunnica01,9.6,22.1,0.436,1.9,6.6,0.288,7.7,15.5,0.5,0.479,6.3,7.8,0.802,1.1,4.3,5.4,9.9,1.4,0.8,3.6,3.7,27.5,12.8,0.7,0.16,0.366,0.128,0.045,0.3,0.5,0.59,0.472,0.516,0.364,0.288,0.247,0.333,0.029,5.0,0.027,0.0,0.0,0.0,cunnica01,1.0,2025-26
56.0,P.J. Washington,27.0,DAL,PF,13.0,13.0,405.0,12.3,0.535,0.354,0.373,3.9,21.1,12.7,11.7,1.4,3.1,16.4,22.7,-0.5,0.7,0.2,0.025,-3.1,0.4,-2.7,-0.1,,washipj01,5.5,12.2,0.449,1.3,4.3,0.304,4.2,7.8,0.529,0.503,2.9,4.5,0.644,1.2,6.4,7.5,2.3,0.9,1.2,2.8,2.2,15.2,13.0,0.646,0.158,0.373,0.076,0.038,0.354,0.529,0.6,0.525,0.417,0.5,0.304,0.63,0.941,0.076,11.0,0.393,0.364,0.0,0.0,washipj01,0.0,2025-26
57.0,Jake LaRavia,24.0,LAL,PF,14.0,6.0,403.0,12.3,0.573,0.413,0.33,5.9,12.3,9.3,11.2,2.5,1.0,12.6,15.3,0.3,0.5,0.8,0.093,-1.4,0.4,-1.0,0.1,,laravja01,3.7,7.8,0.477,1.1,3.2,0.333,2.6,4.6,0.578,0.546,1.7,2.6,0.667,1.4,3.1,4.5,2.4,1.5,0.3,1.3,2.6,10.2,13.1,0.587,0.294,0.229,0.046,0.018,0.413,0.578,0.719,0.4,0.6,0.5,0.333,0.649,1.0,0.064,6.0,0.289,0.308,1.0,0.0,laravja01,0.0,2025-26
58.0,Jaren Jackson Jr.,26.0,MEM,C,14.0,14.0,402.0,14.1,0.592,0.335,0.363,3.4,16.1,9.6,8.1,0.8,4.4,12.1,24.7,0.1,0.4,0.4,0.052,-1.7,-0.1,-1.8,0.0,,jacksja02,6.2,13.0,0.478,1.6,4.4,0.377,4.6,8.6,0.529,0.541,3.8,4.7,0.803,0.9,4.3,5.2,1.4,0.5,1.4,2.1,4.3,17.9,13.2,0.665,0.143,0.352,0.154,0.016,0.335,0.529,0.538,0.531,0.571,0.0,0.377,0.563,1.0,0.016,3.0,0.213,0.462,0.0,0.0,jacksja02,0.0,2025-26
59.0,Isaiah Hartenstein,27.0,OKC,C,14.0,14.0,401.0,21.2,0.698,0.027,0.292,13.5,28.2,21.2,15.6,2.2,2.1,19.0,17.0,1.0,1.1,2.1,0.25,1.1,2.3,3.5,0.6,,harteis01,5.6,8.1,0.69,0.0,0.2,0.0,5.6,7.9,0.709,0.69,1.6,2.4,0.667,3.4,7.8,11.2,3.1,1.3,0.6,2.1,3.0,12.7,4.7,0.973,0.504,0.345,0.124,0.0,0.027,0.709,0.877,0.564,0.429,,0.0,0.782,,0.345,38.0,0.667,0.0,0.0,0.0,harteis01,0.0,2025-26
60.0,Giannis Antetokounmpo,31.0,MIL,PF,12.0,12.0,401.0,34.8,0.663,0.076,0.542,13.1,24.7,19.0,39.8,1.3,3.4,12.5,36.4,1.9,0.5,2.4,0.29,9.3,2.0,11.3,1.3,,antetgi01,12.5,19.8,0.63,0.8,1.5,0.5,11.8,18.3,0.641,0.649,6.8,10.8,0.636,3.8,7.5,11.3,7.1,0.9,1.3,3.5,2.7,32.6,5.8,0.924,0.655,0.126,0.046,0.097,0.076,0.641,0.776,0.433,0.364,0.13,0.5,0.44,0.778,0.265,61.0,0.0,,0.0,0.0,antetgi01,0.0,2025-26
61.0,Jrue Holiday,35.0,POR,PG,12.0,12.0,401.0,17.0,0.565,0.512,0.151,4.1,13.7,8.6,35.5,2.2,0.7,16.5,20.9,0.6,0.3,0.9,0.11,2.7,-0.4,2.3,0.4,,holidjr01,6.2,13.8,0.446,2.6,7.1,0.365,3.6,6.8,0.531,0.539,1.8,2.1,0.84,1.3,3.9,5.3,8.3,1.6,0.3,2.9,2.0,16.7,16.5,0.488,0.157,0.181,0.114,0.036,0.512,0.531,0.654,0.5,0.421,0.5,0.365,0.372,0.452,0.012,2.0,0.129,0.455,0.0,0.0,holidjr01,0.0,2025-26
62.0,Russell Westbrook,37.0,SAC,SF,14.0,8.0,399.0,15.5,0.552,0.454,0.264,6.5,20.2,13.1,32.9,1.6,0.5,19.8,24.0,0.0,0.2,0.2,0.021,1.8,-0.8,0.9,0.3,,westbru01,5.1,11.6,0.436,2.1,5.3,0.405,2.9,6.4,0.461,0.528,2.1,3.1,0.674,1.7,4.9,6.6,6.4,1.0,0.1,3.2,2.1,14.4,14.9,0.546,0.166,0.258,0.08,0.043,0.454,0.461,0.667,0.429,0.308,0.143,0.405,0.317,0.767,0.006,1.0,0.338,0.48,0.0,0.0,westbru01,2.0,2025-26
63.0,Donte DiVincenzo,29.0,MIN,SG,13.0,13.0,399.0,14.4,0.611,0.754,0.269,3.5,10.1,7.0,15.2,1.7,1.4,11.3,18.0,0.7,0.3,1.0,0.122,1.2,-0.1,1.1,0.3,,divindo01,4.4,10.3,0.425,2.9,7.8,0.376,1.5,2.5,0.576,0.567,2.4,2.8,0.861,0.9,2.9,3.8,3.5,1.1,0.5,1.5,2.4,14.1,20.9,0.246,0.082,0.119,0.022,0.022,0.754,0.576,0.636,0.5,0.333,1.0,0.376,0.684,0.974,0.015,2.0,0.178,0.222,0.0,0.0,divindo01,0.0,2025-26
64.0,Austin Reaves,27.0,LAL,SG,11.0,11.0,399.0,24.4,0.639,0.462,0.533,2.2,13.8,8.3,36.1,1.8,0.2,13.2,30.2,1.4,0.4,1.8,0.212,5.4,-0.3,5.1,0.7,,reaveau01,8.6,17.9,0.482,2.7,8.3,0.33,5.9,9.6,0.613,0.558,8.3,9.5,0.867,0.6,4.5,5.1,8.2,1.4,0.1,3.4,2.5,28.3,16.6,0.538,0.117,0.223,0.157,0.041,0.462,0.613,0.783,0.659,0.516,0.25,0.33,0.308,0.7,0.0,0.0,0.077,0.286,0.0,0.0,reaveau01,0.0,2025-26
65.0,Davion Mitchell,27.0,MIA,PG,13.0,13.0,398.0,12.8,0.573,0.371,0.181,1.7,7.5,4.8,30.9,2.2,0.2,16.3,13.9,0.6,0.3,0.9,0.108,-1.2,0.9,-0.3,0.2,,mitchda01,4.0,8.1,0.495,1.2,3.0,0.385,2.8,5.1,0.561,0.567,0.8,1.5,0.579,0.5,2.4,2.8,7.6,1.5,0.1,1.7,3.2,10.0,13.5,0.629,0.152,0.362,0.086,0.029,0.371,0.561,0.688,0.579,0.333,0.333,0.385,0.297,0.867,0.0,0.0,0.077,0.0,0.0,0.0,mitchda01,0.0,2025-26
66.0,Herbert Jones,27.0,NOP,SF,13.0,13.0,397.0,8.8,0.531,0.513,0.165,3.1,10.7,6.5,11.5,2.2,0.8,14.5,15.3,-0.1,0.1,0.0,0.0,-3.8,-1.0,-4.8,-0.3,,joneshe01,3.7,8.8,0.417,1.7,4.5,0.373,2.0,4.3,0.464,0.513,1.0,1.5,0.684,0.9,2.7,3.6,2.4,1.4,0.2,1.6,3.5,10.1,16.0,0.487,0.209,0.165,0.052,0.061,0.513,0.464,0.583,0.421,0.167,0.429,0.373,0.462,1.0,0.026,2.0,0.339,0.35,0.0,0.0,joneshe01,0.0,2025-26
67.0,Karl-Anthony Towns,30.0,NYK,C,12.0,12.0,397.0,21.3,0.583,0.365,0.418,9.5,33.5,20.6,14.7,1.5,2.9,11.8,26.2,0.9,0.6,1.5,0.177,1.9,0.3,2.2,0.4,,townska01,6.9,15.8,0.439,2.0,5.8,0.348,4.9,10.0,0.492,0.503,5.9,6.6,0.899,3.1,9.4,12.5,3.3,1.0,0.9,2.5,3.8,21.8,12.0,0.635,0.407,0.18,0.011,0.037,0.365,0.492,0.558,0.412,0.5,0.143,0.348,0.559,0.958,0.085,14.0,0.058,0.5,0.0,0.0,townska01,0.0,2025-26
68.0,Ajay Mitchell,23.0,OKC,SG,14.0,5.0,396.0,18.2,0.563,0.285,0.269,3.1,11.8,7.7,20.4,3.1,1.0,10.7,25.4,0.4,0.9,1.4,0.166,-0.1,1.9,1.8,0.4,,mitchaj01,6.1,13.3,0.457,1.3,3.8,0.34,4.8,9.5,0.504,0.505,3.3,3.6,0.92,0.8,3.2,4.0,3.9,1.8,0.3,1.8,2.4,16.7,11.7,0.715,0.215,0.36,0.086,0.054,0.285,0.504,0.675,0.522,0.25,0.1,0.34,0.403,0.667,0.011,2.0,0.302,0.375,0.0,0.0,mitchaj01,0.0,2025-26
69.0,Deandre Ayton,27.0,LAL,C,13.0,13.0,395.0,17.6,0.693,0.0,0.147,11.7,20.5,16.3,5.0,1.1,3.0,18.7,20.4,0.4,0.5,0.9,0.106,-1.3,-1.2,-2.5,0.0,,aytonde01,7.6,11.0,0.692,0.0,0.0,,7.6,11.0,0.692,0.692,1.0,1.6,0.619,2.8,5.5,8.4,0.9,0.7,0.9,2.7,3.2,16.2,5.9,1.0,0.406,0.371,0.175,0.049,0.0,0.692,0.81,0.66,0.48,0.714,,0.828,,0.203,26.0,,,0.0,0.0,aytonde01,0.0,2025-26
70.0,Jalen Johnson,24.0,ATL,SF,12.0,12.0,395.0,23.5,0.662,0.198,0.331,4.3,26.6,15.8,30.5,2.5,0.7,15.4,24.9,0.9,0.8,1.7,0.205,3.6,2.1,5.7,0.8,,johnsja05,8.4,14.3,0.587,1.1,2.8,0.382,7.3,11.5,0.638,0.625,3.8,4.8,0.807,1.3,8.3,9.6,6.3,1.8,0.3,3.0,2.2,21.8,9.4,0.802,0.378,0.273,0.099,0.052,0.198,0.638,0.8,0.532,0.471,0.333,0.382,0.602,0.923,0.14,23.0,0.118,0.25,0.0,0.0,johnsja05,1.0,2025-26
71.0,Draymond Green,35.0,GSW,PF,14.0,14.0,394.0,7.7,0.489,0.578,0.167,3.6,19.9,11.6,28.3,1.3,2.3,29.1,16.6,-0.5,0.5,0.1,0.009,-4.2,1.3,-2.9,-0.1,,greendr01,2.7,7.3,0.373,1.5,4.2,0.356,1.2,3.1,0.395,0.475,0.7,1.2,0.588,0.9,4.9,5.8,5.7,0.8,0.7,3.2,3.7,7.6,16.8,0.422,0.235,0.108,0.049,0.029,0.578,0.395,0.417,0.455,0.2,0.333,0.356,0.882,1.0,0.01,1.0,0.356,0.524,0.0,0.0,greendr01,0.0,2025-26
72.0,Paolo Banchero,23.0,ORL,PF,12.0,12.0,393.0,19.1,0.573,0.247,0.624,3.2,25.6,14.7,20.4,1.1,2.4,12.4,27.8,0.5,0.6,1.1,0.132,1.4,1.0,2.4,0.4,,banchpa01,6.8,14.8,0.461,0.9,3.7,0.25,5.9,11.2,0.53,0.492,7.1,9.3,0.766,0.9,7.8,8.7,4.1,0.8,0.9,2.7,2.4,21.7,12.1,0.753,0.247,0.247,0.174,0.084,0.247,0.53,0.705,0.545,0.258,0.533,0.25,0.352,0.909,0.062,10.0,0.091,0.0,0.0,0.0,banchpa01,0.0,2025-26
73.0,Jaime Jaquez Jr.,24.0,MIA,SF,13.0,0.0,392.0,18.5,0.589,0.148,0.32,4.8,19.2,12.4,24.5,1.0,0.9,10.2,22.4,0.7,0.4,1.2,0.144,1.5,0.8,2.2,0.4,,jaqueja01,6.9,13.0,0.533,0.4,1.9,0.2,6.5,11.1,0.59,0.547,3.2,4.2,0.778,1.3,6.0,7.3,5.2,0.7,0.3,1.7,2.2,17.5,7.8,0.852,0.367,0.402,0.071,0.012,0.148,0.59,0.758,0.456,0.5,0.5,0.2,0.506,1.0,0.059,9.0,0.24,0.167,0.0,0.0,jaqueja01,0.0,2025-26
74.0,Michael Porter Jr.,27.0,BRK,SF,12.0,12.0,390.0,19.8,0.598,0.486,0.248,3.5,25.7,13.8,19.5,1.0,0.5,10.4,29.4,0.5,0.1,0.6,0.076,3.9,-1.8,2.1,0.4,,portemi01,8.6,18.2,0.472,3.1,8.8,0.349,5.5,9.3,0.589,0.557,3.8,4.5,0.852,1.1,6.8,7.8,3.3,0.7,0.2,2.3,2.3,24.1,16.9,0.514,0.156,0.133,0.133,0.092,0.486,0.589,0.882,0.517,0.448,0.4,0.349,0.636,0.892,0.064,13.0,0.16,0.294,0.0,0.0,portemi01,0.0,2025-26
75.0,Harrison Barnes,33.0,SAS,PF,13.0,13.0,386.0,13.5,0.74,0.688,0.24,2.5,8.0,5.4,9.3,1.8,1.0,15.2,13.7,0.7,0.4,1.2,0.144,0.9,0.4,1.2,0.3,,barneha02,4.0,7.4,0.542,2.5,5.1,0.485,1.5,2.3,0.667,0.708,1.6,1.8,0.913,0.6,2.2,2.8,2.1,1.1,0.3,1.5,1.8,12.1,18.3,0.313,0.146,0.135,0.031,0.0,0.688,0.667,0.786,0.692,0.0,,0.485,0.6,0.938,0.021,2.0,0.47,0.484,0.0,0.0,barneha02,0.0,2025-26
76.0,Gary Trent Jr.,27.0,MIL,SG,14.0,12.0,384.0,9.3,0.538,0.699,0.146,0.3,6.0,3.2,10.0,1.9,0.2,6.4,15.8,0.1,0.2,0.3,0.039,-2.8,-1.1,-3.9,-0.2,,trentga02,3.4,8.8,0.39,2.3,6.1,0.372,1.1,2.6,0.432,0.52,0.9,1.3,0.722,0.1,1.5,1.6,2.1,1.1,0.1,0.6,2.1,10.1,21.0,0.301,0.073,0.065,0.081,0.081,0.699,0.432,0.667,0.25,0.3,0.5,0.372,0.625,0.875,0.0,0.0,0.221,0.526,0.0,0.0,trentga02,0.0,2025-26
77.0,CJ McCollum,34.0,WAS,SG,13.0,13.0,384.0,12.9,0.532,0.5,0.244,2.4,8.8,5.6,16.8,1.2,0.7,8.7,23.6,0.1,-0.1,0.0,0.004,-0.6,-3.1,-3.7,-0.2,,mccolcj01,5.5,13.8,0.394,2.6,6.9,0.378,2.8,6.9,0.411,0.489,2.8,3.4,0.818,0.7,2.5,3.2,3.3,0.8,0.2,1.5,2.3,16.3,17.3,0.5,0.111,0.178,0.161,0.05,0.5,0.411,0.65,0.281,0.483,0.111,0.378,0.297,0.676,0.006,1.0,0.189,0.353,0.0,0.0,mccolcj01,0.0,2025-26
78.0,A.J. Green,26.0,MIL,SG,14.0,14.0,382.0,10.8,0.723,0.927,0.198,0.3,9.5,5.0,8.0,0.6,0.2,9.5,13.1,0.7,0.1,0.8,0.098,-0.6,-1.7,-2.3,0.0,,greenaj01,3.4,6.9,0.49,3.0,6.4,0.472,0.4,0.5,0.714,0.708,1.1,1.4,0.789,0.1,2.4,2.4,1.7,0.4,0.1,0.8,3.2,10.8,24.3,0.073,0.021,0.021,0.021,0.01,0.927,0.714,0.5,1.0,1.0,0.0,0.472,0.6,0.905,0.0,0.0,0.258,0.739,0.0,0.0,greenaj01,0.0,2025-26
79.0,Nic Claxton,26.0,BRK,C,13.0,13.0,382.0,22.0,0.648,0.049,0.537,10.3,17.5,13.6,22.5,1.4,4.3,10.1,18.8,1.2,0.1,1.4,0.171,2.9,0.6,3.5,0.5,,claxtni01,5.8,9.5,0.61,0.0,0.5,0.0,5.8,9.0,0.641,0.61,3.6,5.1,0.712,2.8,4.2,7.0,3.9,0.8,1.4,1.3,2.7,15.2,4.9,0.951,0.52,0.35,0.065,0.016,0.049,0.641,0.734,0.605,0.0,1.0,0.0,0.573,,0.268,32.0,0.0,,0.0,0.0,claxtni01,0.0,2025-26
80.0,Nikola Vučević,35.0,CHI,C,12.0,12.0,380.0,17.5,0.6,0.344,0.162,7.4,25.6,17.0,16.2,1.0,1.3,11.3,20.4,0.5,0.4,0.9,0.117,1.5,-0.3,1.2,0.3,,vucevni01,6.5,12.8,0.506,1.9,4.4,0.434,4.6,8.4,0.545,0.581,1.6,2.1,0.76,2.1,8.0,10.1,3.5,0.7,0.5,1.8,2.4,16.5,13.4,0.656,0.221,0.279,0.104,0.052,0.344,0.545,0.618,0.558,0.5,0.25,0.434,0.836,0.957,0.013,2.0,0.038,0.5,0.0,0.0,vucevni01,0.0,2025-26
81.0,Jarace Walker,22.0,IND,PF,13.0,8.0,379.0,5.5,0.408,0.476,0.231,2.2,18.1,9.5,16.3,0.9,1.7,15.2,20.4,-0.9,0.2,-0.7,-0.086,-5.4,-1.7,-7.1,-0.5,,walkeja02,3.3,11.3,0.293,1.4,5.4,0.257,1.9,5.9,0.325,0.354,2.2,2.6,0.824,0.7,4.7,5.4,3.2,0.5,0.5,2.2,2.1,10.2,15.9,0.524,0.122,0.245,0.136,0.02,0.476,0.325,0.444,0.222,0.45,0.0,0.257,0.44,0.833,0.007,0.0,0.129,0.333,0.0,0.0,walkeja02,0.0,2025-26
82.0,Cason Wallace,22.0,OKC,SG,13.0,13.0,378.0,11.8,0.55,0.573,0.115,3.3,8.2,5.9,12.3,3.8,1.1,12.2,13.1,0.2,0.9,1.1,0.144,-2.5,3.6,1.1,0.3,,wallaca01,3.1,7.4,0.417,1.6,4.2,0.382,1.5,3.2,0.463,0.526,0.8,0.8,0.909,0.8,2.3,3.2,2.8,2.3,0.3,1.1,2.4,8.5,16.1,0.427,0.177,0.208,0.031,0.01,0.573,0.463,0.765,0.25,0.333,0.0,0.382,0.263,1.0,0.063,5.0,0.309,0.471,0.0,0.0,wallaca01,0.0,2025-26
83.0,Alex Sarr,20.0,WAS,C,13.0,13.0,377.0,21.1,0.578,0.212,0.201,8.5,20.4,14.5,21.1,1.1,6.4,13.1,26.1,0.3,0.2,0.5,0.068,2.2,-0.2,2.1,0.4,,sarral01,7.5,14.5,0.519,1.1,3.1,0.35,6.5,11.5,0.564,0.556,2.2,2.9,0.737,2.4,5.8,8.2,3.6,0.7,2.2,2.4,2.2,18.3,10.1,0.788,0.275,0.365,0.116,0.032,0.212,0.564,0.808,0.42,0.5,0.333,0.35,0.714,1.0,0.138,25.0,0.075,0.333,0.0,0.0,sarral01,0.0,2025-26
84.0,Cedric Coward,22.0,MEM,SG,14.0,1.0,374.0,17.9,0.628,0.463,0.373,6.4,17.9,12.0,17.9,1.5,1.5,9.8,19.1,0.8,0.4,1.1,0.147,2.4,0.5,2.9,0.5,,cowarce01,4.6,9.6,0.478,1.6,4.4,0.371,2.9,5.1,0.569,0.563,3.2,3.6,0.9,1.6,4.4,6.1,3.0,0.9,0.4,1.2,2.0,14.0,14.2,0.537,0.261,0.172,0.097,0.007,0.463,0.569,0.686,0.478,0.462,0.0,0.371,0.634,0.957,0.075,9.0,0.274,0.235,0.0,0.0,cowarce01,0.0,2025-26
