Rk,Player,Age,Team,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards,Player-additional,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Dist.,0-3,0-3,3-10,3-10,10-16,10-16,16-3P,16-3P,0-3,0-3,3-10,3-10,10-16,10-16,16-3P,16-3P,%FGA,#,%3PA,Att.,Md.,-9999,Trp-Dbl,Season
245.0,Vit Krejci,24.0,ATL,PG,57.0,16.0,1153.0,12.7,0.661,0.705,0.154,2.0,13.1,7.4,16.5,1.5,2.1,13.8,12.9,1.8,0.8,2.6,0.11,0.0,0.7,0.7,0.8,,krejcvi01,2.5,5.1,0.497,1.6,3.6,0.437,1.0,1.5,0.64,0.651,0.6,0.8,0.711,0.4,2.4,2.7,2.6,0.6,0.5,0.9,1.8,7.2,19.4,.130,.763,.116,.559,.034,.500,.014,.500,.130,.763,.116,.559,.034,.500,.014,.500,.041,11,.223,0,0,krejcvi01,0.0,2024-25
246.0,Jonathan Kuminga,22.0,GSW,PF,47.0,10.0,1144.0,15.7,0.535,0.266,0.414,5.1,15.6,10.2,14.6,1.6,1.7,9.6,27.4,0.5,1.5,1.9,0.08,-0.5,-0.1,-0.6,0.4,,kuminjo01,5.5,12.1,0.454,1.0,3.2,0.305,4.5,8.9,0.508,0.495,3.3,5.0,0.668,1.2,3.4,4.6,2.2,0.8,0.4,1.5,1.9,15.3,11.3,.220,.736,.371,.455,.113,.328,.030,.176,.220,.736,.371,.455,.113,.328,.030,.176,.095,48,.305,2,0,kuminjo01,0.0,2024-25
247.0,Kevon Looney,28.0,GSW,C,76.0,6.0,1142.0,17.0,0.535,0.018,0.356,16.9,26.9,21.8,14.3,2.0,3.1,10.8,13.3,2.2,2.1,4.3,0.182,-1.0,1.3,0.3,0.7,,looneke01,1.9,3.7,0.514,0.0,0.1,0.4,1.9,3.6,0.516,0.518,0.7,1.3,0.566,2.4,3.6,6.1,1.6,0.6,0.5,0.5,2.0,4.5,4.6,.525,.671,.342,.379,.054,.267,.061,.176,.525,.671,.342,.379,.054,.267,.061,.176,.090,24,.400,1,0,looneke01,0.0,2024-25
248.0,Kenrich Williams,30.0,OKC,PF,69.0,7.0,1132.0,13.7,0.587,0.483,0.11,6.3,16.3,11.4,11.0,1.8,0.9,9.5,15.4,1.6,1.9,3.6,0.151,-0.4,0.9,0.6,0.7,,willike04,2.5,5.1,0.483,1.0,2.5,0.386,1.5,2.7,0.574,0.576,0.4,0.6,0.718,0.9,2.6,3.5,1.4,0.6,0.1,0.6,1.6,6.3,15.3,.234,.735,.175,.500,.056,.300,.051,.389,.234,.735,.175,.500,.056,.300,.051,.389,.017,6,.263,0,0,willike04,0.0,2024-25
249.0,Julian Phillips,21.0,CHI,SF,79.0,5.0,1123.0,10.2,0.571,0.533,0.265,6.4,9.4,7.9,4.4,1.6,1.5,7.8,12.9,1.0,0.8,1.9,0.08,-2.6,-0.4,-3.0,-0.3,,phillju01,1.6,3.6,0.446,0.6,1.9,0.327,1.0,1.7,0.582,0.533,0.8,1.0,0.789,0.8,1.3,2.1,0.5,0.5,0.3,0.3,1.4,4.6,14.2,.321,.652,.136,.436,.007,.500,.003,.000,.321,.652,.136,.436,.007,.500,.003,.000,.153,36,.660,0,0,phillju01,0.0,2024-25
250.0,Aaron Nesmith,25.0,IND,SF,45.0,37.0,1123.0,14.6,0.653,0.515,0.211,3.7,13.9,8.8,6.6,1.5,1.4,8.2,17.4,1.9,1.0,2.9,0.126,0.0,-0.5,-0.5,0.4,,nesmiaa01,4.3,8.4,0.507,1.9,4.3,0.431,2.4,4.1,0.587,0.617,1.6,1.8,0.913,0.8,3.1,4.0,1.2,0.8,0.4,0.8,2.5,12.0,15.7,.203,.714,.172,.538,.084,.469,.026,.300,.203,.714,.172,.538,.084,.469,.026,.300,.042,11,.369,0,0,nesmiaa01,0.0,2024-25
251.0,Dalano Banton,25.0,POR,PG,67.0,7.0,1120.0,12.9,0.497,0.438,0.247,2.8,10.4,6.5,21.5,1.9,2.8,13.3,24.1,-0.3,1.1,0.8,0.033,-0.6,-0.2,-0.8,0.3,,bantoda01,3.0,7.6,0.391,1.1,3.3,0.324,1.9,4.3,0.442,0.462,1.4,1.9,0.728,0.4,1.6,2.0,2.4,0.6,0.5,1.3,0.9,8.3,14.4,.249,.635,.227,.278,.059,.333,.028,.286,.249,.635,.227,.278,.059,.333,.028,.286,.024,11,.198,2,0,bantoda01,0.0,2024-25
253.0,Ja'Kobe Walter,20.0,TOR,SG,52.0,18.0,1103.0,10.8,0.523,0.473,0.211,5.6,10.1,7.8,10.2,1.9,0.9,10.4,18.2,0.3,0.9,1.2,0.052,-2.3,-0.6,-3.0,-0.3,,walteja01,3.1,7.6,0.405,1.3,3.6,0.349,1.8,4.0,0.454,0.487,1.3,1.6,0.795,1.1,1.9,3.1,1.6,0.8,0.2,1.0,1.8,8.6,15.0,.232,.527,.196,.390,.064,.480,.036,.286,.232,.527,.196,.390,.064,.480,.036,.286,.041,11,.290,2,0,walteja01,0.0,2024-25
254.0,Jaxson Hayes,24.0,LAL,C,56.0,35.0,1093.0,15.8,0.72,0.013,0.439,8.3,19.1,13.9,7.5,1.4,4.4,13.9,12.4,2.3,1.4,3.7,0.162,-1.6,1.3,-0.3,0.5,,hayesja02,2.9,4.0,0.722,0.0,0.1,0.0,2.9,3.9,0.732,0.722,1.1,1.8,0.622,1.4,3.4,4.8,1.0,0.6,0.9,0.8,2.4,6.8,2.9,.664,.838,.309,.522,.013,.333,.000,,.664,.838,.309,.522,.013,.333,.000,,.578,120,.333,0,0,hayesja02,0.0,2024-25
255.0,Cameron Payne,30.0,NYK,PG,72.0,5.0,1090.0,13.8,0.532,0.574,0.121,1.5,9.4,5.5,25.5,1.8,1.4,10.0,20.8,1.3,1.0,2.3,0.099,-0.1,-0.2,-0.2,0.5,,payneca01,2.5,6.2,0.401,1.3,3.6,0.363,1.2,2.6,0.453,0.506,0.7,0.8,0.907,0.2,1.3,1.4,2.8,0.5,0.2,0.7,1.5,6.9,17.8,.128,.526,.209,.441,.065,.379,.025,.364,.128,.526,.209,.441,.065,.379,.025,.364,.000,0,.094,0,0,payneca01,0.0,2024-25
256.0,Jonathan Isaac,27.0,ORL,PF,71.0,1.0,1090.0,16.6,0.512,0.466,0.33,12.0,21.5,16.5,5.5,2.8,7.0,8.2,16.2,0.8,2.5,3.4,0.148,-1.1,1.8,0.7,0.7,,isaacjo01,1.9,4.6,0.414,0.5,2.1,0.258,1.3,2.4,0.549,0.474,1.0,1.5,0.682,1.7,2.7,4.4,0.6,0.9,1.1,0.5,1.3,5.4,14.1,.324,.676,.068,.500,.096,.323,.046,.200,.324,.676,.068,.500,.096,.323,.046,.200,.160,44,.636,0,0,isaacjo01,0.0,2024-25
257.0,DaQuan Jeffries,27.0,CHO,SG,47.0,20.0,1071.0,7.9,0.518,0.564,0.103,3.6,10.0,6.7,7.2,1.2,2.3,10.3,13.5,0.0,0.6,0.6,0.027,-4.0,-0.7,-4.7,-0.7,,jeffrda01,2.5,6.2,0.405,1.2,3.5,0.335,1.3,2.7,0.496,0.5,0.5,0.6,0.8,0.8,2.1,2.9,1.1,0.6,0.5,0.7,2.1,6.7,16.3,.175,.627,.206,.400,.024,.286,.031,.556,.175,.627,.206,.400,.024,.286,.031,.556,.100,15,.457,1,0,jeffrda01,0.0,2024-25
259.0,Seth Curry,34.0,CHO,SG,68.0,14.0,1062.0,12.2,0.616,0.531,0.114,2.4,9.1,5.7,8.8,1.3,0.6,8.2,15.7,1.3,0.5,1.8,0.08,-0.8,-0.9,-1.7,0.1,,curryse01,2.4,5.0,0.478,1.2,2.7,0.456,1.2,2.4,0.503,0.599,0.5,0.6,0.846,0.4,1.3,1.7,0.9,0.4,0.1,0.5,0.9,6.5,18.8,.067,.826,.117,.350,.122,.429,.163,.536,.067,.826,.117,.350,.122,.429,.163,.536,.000,0,.297,0,0,curryse01,0.0,2024-25
260.0,Cody Williams,20.0,UTA,SG,50.0,21.0,1060.0,3.7,0.419,0.525,0.156,2.8,8.7,5.7,7.4,1.0,1.4,13.8,12.5,-1.2,0.1,-1.2,-0.053,-6.1,-1.2,-7.3,-1.4,,willico04,1.7,5.1,0.323,0.7,2.7,0.259,1.0,2.4,0.393,0.391,0.6,0.8,0.725,0.5,1.7,2.3,1.2,0.5,0.3,0.9,1.9,4.6,16.3,.105,.593,.265,.397,.070,.222,.035,.111,.105,.593,.265,.397,.070,.222,.035,.111,.035,5,.570,0,0,willico04,0.0,2024-25
261.0,Isaac Okoro,24.0,CLE,SG,55.0,22.0,1053.0,10.7,0.587,0.566,0.172,5.2,8.1,6.7,8.0,1.5,1.4,7.4,12.5,1.5,1.0,2.5,0.115,-1.1,0.6,-0.5,0.4,,okorois01,2.3,4.9,0.464,1.0,2.7,0.371,1.2,2.1,0.586,0.569,0.6,0.8,0.717,0.9,1.5,2.4,1.2,0.6,0.3,0.4,1.9,6.1,14.8,.341,.659,.086,.348,.004,.000,.004,.000,.341,.659,.086,.348,.004,.000,.004,.000,.052,11,.596,0,0,okorois01,0.0,2024-25
262.0,Oso Ighodaro,22.0,PHO,PF,61.0,6.0,1045.0,11.1,0.61,0.011,0.267,7.2,16.2,11.9,9.1,1.3,2.6,15.7,10.5,1.1,0.6,1.6,0.075,-2.9,0.3,-2.6,-0.2,,ighodos01,1.9,3.1,0.604,0.0,0.0,0.0,1.9,3.0,0.611,0.604,0.5,0.8,0.58,1.1,2.6,3.6,1.2,0.5,0.5,0.6,1.7,4.2,6.4,.353,.833,.358,.493,.278,.481,.000,,.353,.833,.358,.493,.278,.481,.000,,.310,50,.000,1,0,ighodos01,0.0,2024-25
264.0,Jamison Battle,23.0,TOR,SF,59.0,10.0,1042.0,10.7,0.59,0.746,0.052,3.7,12.8,8.1,7.1,0.8,0.9,7.1,15.3,1.0,0.7,1.7,0.079,-0.9,-1.3,-2.3,-0.1,,battlja01,2.5,5.9,0.429,1.8,4.4,0.405,0.7,1.5,0.5,0.581,0.3,0.3,0.889,0.6,2.1,2.7,0.9,0.3,0.2,0.5,1.6,7.1,20.4,.098,.588,.075,.385,.058,.500,.023,.500,.098,.588,.075,.385,.058,.500,.023,.500,.020,4,.394,0,0,battlja01,0.0,2024-25
265.0,Noah Clowney,20.0,BRK,PF,46.0,20.0,1042.0,9.2,0.516,0.702,0.215,4.5,15.8,9.9,5.9,1.1,2.0,10.2,19.0,-0.3,0.8,0.5,0.023,-3.1,-1.0,-4.1,-0.5,,clownno01,2.9,8.1,0.358,1.9,5.7,0.333,1.0,2.4,0.414,0.474,1.5,1.7,0.838,0.9,3.0,3.9,0.9,0.5,0.5,1.0,2.3,9.1,19.2,.142,.642,.118,.205,.035,.231,.003,.000,.142,.642,.118,.205,.035,.231,.003,.000,.065,17,.249,1,0,clownno01,0.0,2024-25
266.0,Alex Caruso,30.0,OKC,SG,54.0,3.0,1041.0,15.9,0.568,0.541,0.162,4.0,12.2,8.2,16.6,4.0,2.9,9.9,15.2,1.6,2.3,3.9,0.18,0.1,3.9,4.0,1.6,6MOY-8,carusal01,2.6,5.8,0.446,1.1,3.1,0.353,1.5,2.7,0.556,0.541,0.8,0.9,0.824,0.7,2.2,2.9,2.5,1.6,0.6,0.7,1.9,7.1,15.2,.287,.656,.124,.410,.025,.500,.022,.143,.287,.656,.124,.410,.025,.500,.022,.143,.029,9,.365,0,0,carusal01,0.0,2024-25
267.0,Kris Murray,24.0,POR,SF,69.0,6.0,1040.0,9.1,0.472,0.43,0.204,7.7,11.3,9.5,9.0,1.6,1.5,12.4,13.9,-0.2,0.9,0.7,0.033,-3.1,0.1,-3.0,-0.3,,murrakr01,1.7,4.0,0.419,0.4,1.7,0.225,1.3,2.3,0.566,0.468,0.4,0.8,0.456,1.1,1.5,2.6,1.0,0.5,0.2,0.6,1.0,4.2,12.2,.358,.650,.208,.414,.000,,.004,1.000,.358,.650,.208,.414,.000,,.004,1.000,.129,34,.475,0,0,murrakr01,0.0,2024-25
268.0,Dejounte Murray,28.0,NOP,PG,31.0,31.0,1012.0,15.4,0.494,0.352,0.251,1.8,20.1,10.7,34.6,3.0,1.1,16.2,27.3,-0.7,0.9,0.2,0.009,-1.3,-0.3,-1.6,0.1,,murrade01,6.3,15.9,0.393,1.7,5.6,0.299,4.6,10.3,0.444,0.445,3.3,4.0,0.823,0.5,5.9,6.5,7.4,2.0,0.4,3.4,2.0,17.5,14.8,.176,.598,.174,.349,.206,.461,.091,.289,.176,.598,.174,.349,.206,.461,.091,.289,.012,6,.155,0,0,murrade01,1.0,2024-25
269.0,Jalen Suggs,23.0,ORL,PG,35.0,35.0,1002.0,14.4,0.536,0.503,0.229,2.5,14.2,8.1,21.6,2.5,3.2,16.2,27.5,-0.7,1.8,1.1,0.052,-0.8,1.3,0.4,0.6,,suggsja01,5.6,13.7,0.41,2.2,6.9,0.314,3.5,6.8,0.506,0.489,2.8,3.1,0.882,0.7,3.4,4.0,3.7,1.5,0.9,2.9,2.8,16.2,17.7,.141,.765,.164,.430,.129,.387,.062,.367,.141,.765,.164,.430,.129,.387,.062,.367,.008,4,.145,4,0,suggsja01,0.0,2024-25
271.0,Brandon Boston Jr.,23.0,NOP,SG,42.0,10.0,993.0,12.7,0.535,0.367,0.223,3.0,11.9,7.3,13.7,2.6,0.9,11.1,20.0,0.2,0.5,0.7,0.033,-2.3,-0.2,-2.5,-0.1,,bostobr01,4.0,9.1,0.436,1.2,3.3,0.35,2.8,5.7,0.485,0.5,1.6,2.0,0.788,0.7,2.5,3.2,2.2,1.3,0.2,1.2,1.7,10.7,14.9,.234,.674,.110,.262,.171,.369,.118,.489,.234,.674,.110,.262,.171,.369,.118,.489,.066,21,.229,0,0,bostobr01,0.0,2024-25
272.0,Dalen Terry,22.0,CHI,SG,73.0,5.0,987.0,9.6,0.546,0.388,0.257,4.1,9.0,6.6,12.7,2.1,1.3,15.1,14.9,0.2,0.8,1.1,0.052,-4.0,0.2,-3.8,-0.5,,terryda01,1.6,3.7,0.448,0.5,1.4,0.356,1.1,2.2,0.506,0.517,0.7,0.9,0.71,0.5,1.2,1.7,1.3,0.6,0.2,0.7,1.6,4.5,11.7,.366,.602,.224,.383,.011,.000,.011,.333,.366,.602,.224,.383,.011,.000,.011,.333,.049,13,.423,0,0,terryda01,0.0,2024-25
273.0,Andre Jackson Jr.,23.0,MIL,SG,67.0,43.0,980.0,8.6,0.554,0.386,0.122,7.5,12.5,10.1,10.9,1.7,1.3,21.8,11.9,0.1,1.0,1.2,0.059,-3.6,0.2,-3.4,-0.3,,jacksan01,1.4,2.9,0.477,0.4,1.1,0.395,1.0,1.8,0.529,0.553,0.2,0.4,0.5,1.0,1.7,2.7,1.2,0.5,0.2,0.9,1.7,3.4,12.2,.371,.658,.152,.300,.076,.400,.015,.333,.371,.658,.152,.300,.076,.400,.015,.333,.147,23,.566,0,0,jacksan01,0.0,2024-25
275.0,Trayce Jackson-Davis,24.0,GSW,C,62.0,37.0,967.0,18.5,0.587,0.01,0.338,13.2,21.7,17.3,16.1,1.2,3.7,11.5,17.1,1.9,1.4,3.4,0.167,0.3,0.9,1.2,0.8,,jackstr02,2.8,4.9,0.576,0.0,0.0,0.0,2.8,4.8,0.582,0.576,1.0,1.6,0.578,2.0,3.0,5.0,1.7,0.4,0.6,0.7,1.2,6.6,3.4,.490,.703,.490,.473,.003,.000,.007,.000,.490,.703,.490,.473,.003,.000,.007,.000,.387,101,.667,0,0,jackstr02,0.0,2024-25
277.0,Jalen Smith,24.0,CHI,C,64.0,2.0,962.0,18.7,0.586,0.544,0.218,9.9,28.7,19.5,9.7,0.8,4.0,7.6,21.0,1.7,1.3,2.9,0.146,1.5,-0.6,0.9,0.7,,smithja04,3.0,6.4,0.466,1.1,3.5,0.324,1.8,2.9,0.634,0.554,1.1,1.4,0.809,1.4,4.2,5.6,1.0,0.3,0.7,0.6,1.5,8.2,15.4,.319,.677,.098,.625,.025,.300,.015,.333,.319,.677,.098,.625,.025,.300,.015,.333,.071,27,.162,1,1,smithja04,0.0,2024-25
278.0,Jordan Clarkson,32.0,UTA,SG,37.0,9.0,962.0,14.5,0.54,0.471,0.29,2.8,10.4,6.6,22.9,1.5,0.9,13.4,27.8,0.2,0.2,0.4,0.021,0.6,-2.1,-1.5,0.1,,clarkjo01,5.4,13.3,0.408,2.3,6.3,0.362,3.2,7.1,0.448,0.493,3.1,3.9,0.797,0.7,2.5,3.2,3.7,0.8,0.2,2.3,1.4,16.2,16.6,.073,.667,.302,.389,.120,.492,.034,.353,.073,.667,.302,.389,.120,.492,.034,.353,.006,3,.103,3,0,clarkjo01,0.0,2024-25
279.0,Gary Payton II,32.0,GSW,SG,62.0,11.0,927.0,16.2,0.635,0.319,0.128,6.0,15.8,10.7,13.5,2.7,1.7,11.0,16.1,1.5,1.5,3.0,0.155,-0.5,2.0,1.4,0.8,,paytoga02,2.8,4.8,0.574,0.5,1.5,0.326,2.3,3.3,0.69,0.626,0.4,0.6,0.711,0.9,2.1,3.0,1.3,0.8,0.3,0.6,1.7,6.5,10.1,.326,.845,.346,.553,.010,.333,.000,,.326,.845,.346,.553,.010,.333,.000,,.128,32,.537,0,0,paytoga02,0.0,2024-25
280.0,Brandon Miller,22.0,CHO,SF,27.0,27.0,924.0,14.0,0.54,0.597,0.161,2.8,12.5,7.6,18.3,1.5,2.1,12.6,27.7,-0.2,0.7,0.4,0.023,0.8,-0.8,0.0,0.4,,millebr02,7.3,18.2,0.403,3.9,10.9,0.355,3.5,7.3,0.475,0.509,2.5,2.9,0.861,0.9,3.9,4.9,3.6,1.1,0.7,2.8,2.7,21.0,19.0,.112,.727,.159,.410,.096,.362,.037,.278,.112,.727,.159,.410,.096,.362,.037,.278,.037,17,.082,4,0,millebr02,0.0,2024-25
282.0,Immanuel Quickley,25.0,TOR,PG,33.0,33.0,918.0,17.5,0.57,0.514,0.292,1.8,12.1,6.8,31.5,1.2,0.4,10.5,25.1,1.8,0.6,2.5,0.128,3.2,-1.0,2.2,1.0,,quickim01,5.6,13.3,0.42,2.6,6.8,0.378,3.0,6.5,0.465,0.517,3.4,3.9,0.867,0.5,3.1,3.5,5.8,0.7,0.1,1.8,1.8,17.1,17.3,.103,.578,.235,.437,.112,.429,.037,.438,.103,.578,.235,.437,.112,.429,.037,.438,.002,1,.107,1,0,quickim01,0.0,2024-25
283.0,Trendon Watford,24.0,BRK,PF,44.0,6.0,913.0,13.0,0.557,0.251,0.349,4.4,16.0,9.9,21.0,1.5,1.3,17.1,23.3,0.0,0.8,0.7,0.038,-2.3,-0.8,-3.1,-0.3,,watfotr01,3.7,8.0,0.469,0.7,2.0,0.33,3.1,6.0,0.515,0.51,2.1,2.8,0.762,0.8,2.8,3.6,2.6,0.6,0.3,1.9,2.2,10.2,10.2,.300,.667,.369,.465,.077,.185,.003,.000,.300,.667,.369,.465,.077,.185,.003,.000,.020,6,.273,1,0,watfotr01,0.0,2024-25
285.0,Jaden Hardy,22.0,DAL,SG,57.0,3.0,907.0,10.4,0.549,0.476,0.208,1.1,9.4,5.3,13.2,1.5,0.5,15.4,25.3,-0.8,0.5,-0.3,-0.016,-2.8,-1.9,-4.7,-0.6,,hardyja02,3.2,7.3,0.435,1.3,3.5,0.386,1.8,3.8,0.479,0.527,1.1,1.5,0.698,0.2,1.4,1.6,1.4,0.5,0.1,1.4,1.6,8.7,16.2,.162,.657,.157,.354,.157,.508,.048,.200,.162,.657,.157,.354,.157,.508,.048,.200,.027,8,.239,1,0,hardyja02,0.0,2024-25
286.0,Day'Ron Sharpe,23.0,BRK,C,50.0,2.0,907.0,19.7,0.568,0.142,0.233,17.8,23.8,20.7,16.8,2.3,4.6,15.3,19.9,1.3,1.4,2.7,0.141,0.0,0.9,0.9,0.7,,sharpda01,3.3,6.3,0.521,0.2,0.9,0.244,3.1,5.4,0.566,0.538,1.1,1.5,0.757,3.0,3.6,6.6,1.8,0.8,0.8,1.3,2.3,7.9,6.6,.505,.644,.290,.446,.035,.364,.028,.667,.505,.644,.290,.446,.035,.364,.028,.667,.114,29,.289,0,0,sharpda01,0.0,2024-25
287.0,Adem Bona,21.0,PHI,C,58.0,11.0,905.0,16.5,0.714,0.005,0.521,11.1,19.9,15.3,4.4,1.4,7.5,20.5,14.3,1.4,0.9,2.3,0.121,-2.9,0.2,-2.7,-0.2,,bonaad01,2.3,3.3,0.703,0.0,0.0,0.0,2.3,3.3,0.707,0.703,1.2,1.7,0.67,1.6,2.6,4.2,0.5,0.4,1.2,1.1,2.2,5.8,2.3,.755,.731,.229,.659,.010,.000,.000,,.755,.731,.229,.659,.010,.000,.000,,.401,64,1.000,0,0,bonaad01,0.0,2024-25
289.0,Jaden Ivey,22.0,DET,SG,30.0,30.0,898.0,14.7,0.569,0.373,0.281,5.0,10.3,7.6,19.7,1.5,1.2,16.1,26.0,0.3,0.8,1.2,0.062,0.8,-0.8,0.0,0.5,,iveyja01,6.3,13.8,0.46,2.1,5.1,0.409,4.2,8.6,0.49,0.536,2.8,3.9,0.733,1.3,2.8,4.1,4.0,0.9,0.4,3.0,2.2,17.6,13.7,.245,.644,.245,.426,.094,.333,.044,.333,.245,.644,.245,.426,.094,.333,.044,.333,.024,9,.208,3,0,iveyja01,0.0,2024-25
291.0,Chet Holmgren,22.0,OKC,C,32.0,32.0,877.0,19.2,0.599,0.34,0.393,6.0,25.0,15.7,9.7,1.3,8.2,12.3,22.0,1.1,2.0,3.2,0.173,0.5,1.9,2.4,1.0,,holmgch01,5.2,10.7,0.49,1.4,3.6,0.379,3.8,7.0,0.547,0.554,3.2,4.2,0.754,1.5,6.5,8.0,2.0,0.7,2.2,1.8,2.3,15.0,12.4,.290,.747,.226,.442,.117,.250,.026,.556,.290,.747,.226,.442,.117,.250,.026,.556,.117,39,.164,1,0,holmgch01,0.0,2024-25
292.0,Neemias Queta,25.0,BOS,C,62.0,6.0,863.0,16.3,0.674,0.015,0.3,11.2,18.5,14.9,7.4,1.0,4.5,14.8,13.7,1.8,1.4,3.2,0.179,-1.7,1.0,-0.7,0.3,,quetane01,2.1,3.3,0.65,0.0,0.0,0.0,2.1,3.2,0.66,0.65,0.7,1.0,0.754,1.4,2.4,3.8,0.7,0.3,0.7,0.6,1.7,5.0,3.6,.591,.708,.355,.583,.039,.625,.000,,.591,.708,.355,.583,.039,.625,.000,,.315,59,.333,1,0,quetane01,0.0,2024-25
293.0,Alec Burks,33.0,MIA,SG,49.0,14.0,863.0,12.8,0.608,0.764,0.181,1.9,13.8,7.9,9.1,1.6,0.8,9.0,16.5,0.9,0.9,1.8,0.1,0.0,0.3,0.3,0.5,,burksal01,2.3,5.5,0.424,1.8,4.2,0.425,0.6,1.3,0.422,0.587,0.8,1.0,0.776,0.3,2.2,2.5,1.1,0.6,0.1,0.6,0.8,7.3,20.8,.059,.500,.100,.296,.041,.545,.037,.500,.059,.500,.100,.296,.041,.545,.037,.500,.000,0,.488,1,0,burksal01,0.0,2024-25
294.0,Chris Boucher,32.0,TOR,PF,50.0,0.0,862.0,18.7,0.615,0.522,0.235,8.5,19.6,13.9,5.9,1.3,2.8,6.6,21.2,1.7,1.0,2.7,0.148,2.9,-0.6,2.3,0.9,,bouchch01,3.6,7.4,0.492,1.4,3.9,0.363,2.2,3.5,0.633,0.586,1.4,1.7,0.782,1.4,3.1,4.5,0.7,0.5,0.5,0.6,1.4,10.0,14.9,.292,.750,.114,.429,.054,.500,.019,.429,.292,.750,.114,.429,.054,.500,.019,.429,.111,32,.420,0,0,bouchch01,0.0,2024-25
295.0,Zion Williamson,24.0,NOP,PF,30.0,30.0,857.0,27.3,0.6,0.026,0.474,9.3,18.2,13.6,36.6,2.1,3.0,12.8,34.7,1.9,0.6,2.5,0.141,5.9,1.0,7.0,1.9,,willizi01,9.6,16.9,0.567,0.1,0.4,0.231,9.5,16.5,0.576,0.57,5.3,8.0,0.656,2.5,4.7,7.2,5.3,1.2,0.9,3.0,2.7,24.6,4.8,.429,.679,.494,.510,.047,.375,.004,.000,.429,.679,.494,.510,.047,.375,.004,.000,.085,39,.077,1,0,willizi01,2.0,2024-25
297.0,KJ Simpson,22.0,CHO,PG,36.0,15.0,842.0,8.3,0.437,0.432,0.166,4.8,9.0,6.9,19.8,2.0,0.7,14.8,19.1,-1.0,0.5,-0.4,-0.025,-4.5,-0.9,-5.4,-0.7,,simpskj01,2.9,8.4,0.346,0.9,3.6,0.254,2.0,4.8,0.415,0.4,1.1,1.4,0.82,1.1,1.9,3.0,3.1,0.9,0.2,1.6,1.6,7.8,15.0,.179,.648,.246,.365,.103,.226,.040,.167,.179,.648,.246,.365,.103,.226,.040,.167,.010,3,.146,0,0,simpskj01,0.0,2024-25
299.0,Dereck Lively II,20.0,DAL,C,36.0,29.0,833.0,20.1,0.704,0.0,0.382,13.9,21.3,17.7,14.3,1.2,5.7,15.5,13.6,2.4,1.0,3.4,0.199,1.1,2.2,3.3,1.1,,livelde01,3.7,5.3,0.702,0.0,0.0,,3.7,5.3,0.702,0.702,1.3,2.0,0.63,2.9,4.6,7.5,2.4,0.6,1.6,1.1,2.8,8.7,3.1,.571,.798,.403,.597,.026,.200,.000,,.571,.798,.403,.597,.026,.200,.000,,.393,66,,0,0,livelde01,0.0,2024-25
300.0,Garrison Mathews,28.0,ATL,SG,47.0,2.0,830.0,11.2,0.606,0.848,0.304,1.7,10.0,5.7,9.3,1.5,1.7,9.6,15.9,1.0,0.5,1.5,0.087,-1.1,-0.5,-1.6,0.1,,mathega01,2.2,5.5,0.397,1.8,4.6,0.39,0.4,0.8,0.436,0.562,1.4,1.7,0.821,0.3,1.6,1.9,1.3,0.6,0.3,0.7,1.7,7.5,22.4,.047,.500,.058,.400,.031,.500,.016,.250,.047,.500,.058,.400,.031,.500,.016,.250,.004,1,.317,0,0,mathega01,0.0,2024-25
301.0,Cam Whitmore,20.0,HOU,SF,51.0,3.0,827.0,15.5,0.549,0.454,0.179,4.5,15.1,9.7,8.9,1.8,1.4,9.6,23.9,0.6,1.2,1.8,0.106,0.7,-0.4,0.3,0.5,,whitmca01,3.5,7.9,0.444,1.3,3.6,0.355,2.2,4.3,0.518,0.525,1.1,1.4,0.75,0.7,2.3,3.0,1.0,0.6,0.3,0.9,0.9,9.4,14.9,.253,.686,.203,.341,.037,.467,.052,.429,.253,.686,.203,.341,.037,.467,.052,.429,.112,35,.213,1,0,whitmca01,0.0,2024-25
302.0,Ryan Rollins,22.0,MIL,PG,56.0,19.0,820.0,14.0,0.6,0.443,0.166,2.9,11.1,7.2,17.8,2.5,1.9,15.4,18.4,0.7,1.0,1.7,0.101,-1.4,0.9,-0.5,0.3,,rolliry01,2.4,4.8,0.487,0.9,2.1,0.408,1.5,2.7,0.55,0.577,0.6,0.8,0.8,0.4,1.6,1.9,1.9,0.8,0.3,0.9,1.6,6.2,14.6,.225,.754,.185,.420,.111,.400,.037,.400,.225,.754,.185,.420,.111,.400,.037,.400,.022,5,.417,0,0,rolliry01,0.0,2024-25
