Rk,Player,Age,Team,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards,Player-additional,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Dist.,0-3,0-3,3-10,3-10,10-16,10-16,16-3P,16-3P,0-3,0-3,3-10,3-10,10-16,10-16,16-3P,16-3P,%FGA,#,%3PA,Att.,Md.,-9999,Trp-Dbl,Season
137.0,Amir Coffey,27.0,LAC,SG,72.0,13.0,1748.0,11.2,0.614,0.484,0.253,2.1,8.2,5.2,6.1,1.1,0.4,7.4,15.3,2.4,1.7,4.0,0.111,-1.5,-0.2,-1.7,0.1,,coffeam01,3.3,7.1,0.471,1.4,3.4,0.409,1.9,3.7,0.529,0.57,1.6,1.8,0.891,0.4,1.8,2.2,1.1,0.6,0.1,0.6,1.7,9.7,16.2,.159,.704,.169,.419,.124,.476,.065,.485,.159,.704,.169,.419,.124,.476,.065,.485,.063,28,.368,0,0,coffeam01,0.0,2024-25
139.0,Aaron Wiggins,26.0,OKC,SG,76.0,26.0,1744.0,16.1,0.596,0.466,0.122,5.1,12.9,9.1,10.6,1.7,1.0,8.3,20.3,2.7,2.7,5.4,0.148,1.3,-0.2,1.1,1.4,,wiggiaa01,4.7,9.6,0.488,1.7,4.5,0.383,3.0,5.1,0.578,0.577,1.0,1.2,0.831,1.1,2.8,3.9,1.8,0.8,0.2,0.9,1.3,12.0,14.2,.280,.725,.187,.397,.048,.457,.019,.500,.280,.725,.187,.397,.048,.457,.019,.500,.027,17,.324,1,0,wiggiaa01,0.0,2024-25
140.0,Walker Kessler,23.0,UTA,C,58.0,58.0,1740.0,20.0,0.66,0.081,0.363,16.6,27.1,21.9,8.3,1.0,7.4,15.0,13.7,3.6,1.8,5.4,0.149,1.1,0.7,1.8,1.7,,kesslwa01,4.8,7.2,0.663,0.1,0.6,0.176,4.7,6.6,0.706,0.671,1.4,2.6,0.52,4.6,7.6,12.2,1.7,0.6,2.4,1.5,2.2,11.1,4.3,.611,.770,.301,.595,.005,.000,.002,.000,.611,.770,.301,.595,.005,.000,.002,.000,.329,131,.235,1,0,kesslwa01,0.0,2024-25
142.0,Ochai Agbaji,24.0,TOR,SG,64.0,45.0,1739.0,12.0,0.601,0.474,0.09,3.7,11.4,7.5,7.9,1.6,1.6,8.9,14.6,1.6,1.5,3.1,0.087,-0.9,0.2,-0.7,0.5,,agbajoc01,4.2,8.3,0.498,1.6,4.0,0.399,2.6,4.4,0.587,0.593,0.5,0.8,0.708,1.0,2.8,3.8,1.5,0.9,0.5,0.8,2.0,10.4,13.2,.365,.672,.124,.439,.028,.200,.009,.400,.365,.672,.124,.439,.028,.200,.009,.400,.069,33,.542,0,0,agbajoc01,0.0,2024-25
143.0,Brandin Podziemski,21.0,GSW,SG,64.0,33.0,1716.0,14.4,0.557,0.491,0.151,4.0,16.8,10.2,18.7,2.0,0.7,10.1,18.3,1.9,2.3,4.2,0.117,-0.1,0.8,0.7,1.2,,podzibr01,4.4,9.8,0.445,1.8,4.8,0.372,2.6,5.0,0.516,0.537,1.1,1.5,0.758,1.0,4.1,5.1,3.4,1.1,0.2,1.2,1.5,11.7,17.2,.111,.671,.200,.508,.135,.482,.062,.333,.111,.671,.200,.508,.135,.482,.062,.333,.002,0,.172,4,0,podzibr01,0.0,2024-25
144.0,Jabari Smith Jr.,21.0,HOU,PF,57.0,39.0,1716.0,12.6,0.562,0.489,0.223,6.4,18.6,12.4,4.7,0.7,2.1,8.9,16.4,1.9,2.2,4.2,0.117,-0.8,0.1,-0.7,0.6,,smithja05,4.4,9.9,0.438,1.7,4.9,0.354,2.6,5.1,0.519,0.525,1.8,2.2,0.825,1.8,5.2,7.0,1.1,0.4,0.7,1.1,2.2,12.2,16.2,.173,.704,.145,.427,.145,.500,.048,.185,.173,.704,.145,.427,.145,.500,.048,.185,.057,28,.235,0,0,smithja05,0.0,2024-25
146.0,Bradley Beal,31.0,PHO,SG,53.0,38.0,1702.0,15.2,0.598,0.38,0.197,2.3,9.1,5.8,17.6,1.7,1.5,11.6,22.1,1.9,0.6,2.4,0.068,-0.1,-1.0,-1.1,0.4,,bealbr01,6.5,13.1,0.497,1.9,5.0,0.386,4.6,8.1,0.565,0.571,2.1,2.6,0.803,0.6,2.7,3.3,3.7,1.1,0.5,1.9,2.6,17.0,15.2,.159,.764,.199,.536,.143,.505,.120,.422,.159,.764,.199,.536,.143,.505,.120,.422,.024,16,.303,0,0,bealbr01,0.0,2024-25
148.0,Jakob Poeltl,29.0,TOR,C,57.0,56.0,1686.0,20.0,0.641,0.005,0.249,11.7,23.3,17.4,14.5,1.9,4.0,14.7,18.7,3.0,2.5,5.5,0.158,0.7,1.3,2.0,1.7,,poeltja01,6.4,10.2,0.627,0.0,0.1,0.333,6.4,10.1,0.628,0.628,1.7,2.5,0.674,3.3,6.3,9.6,2.8,1.2,1.2,1.9,3.1,14.5,5.0,.496,.746,.344,.518,.145,.512,.010,.333,.496,.746,.344,.518,.145,.512,.010,.333,.055,29,.333,1,0,poeltja01,0.0,2024-25
149.0,Scotty Pippen Jr.,24.0,MEM,PG,79.0,21.0,1683.0,15.8,0.582,0.369,0.288,4.1,12.1,8.1,27.1,2.8,1.6,17.1,19.3,2.4,2.3,4.7,0.133,0.0,1.8,1.9,1.7,,pippesc02,3.6,7.5,0.48,1.1,2.8,0.397,2.5,4.7,0.528,0.553,1.5,2.2,0.713,0.8,2.5,3.3,4.4,1.3,0.4,1.7,2.6,9.9,12.5,.261,.658,.296,.466,.061,.333,.013,.250,.261,.658,.296,.466,.061,.333,.013,.250,.020,11,.205,1,0,pippesc02,1.0,2024-25
151.0,Santi Aldama,24.0,MEM,PF,65.0,16.0,1660.0,16.8,0.588,0.503,0.145,6.1,20.3,13.3,15.2,1.5,1.6,9.3,18.5,2.9,2.0,5.0,0.144,2.5,0.7,3.2,2.2,,aldamsa01,4.8,10.0,0.483,1.8,5.0,0.368,3.0,5.0,0.599,0.576,1.0,1.4,0.691,1.4,5.0,6.4,2.9,0.8,0.4,1.1,1.2,12.5,15.6,.208,.763,.210,.493,.059,.500,.020,.308,.208,.763,.210,.493,.059,.500,.020,.308,.073,46,.261,4,0,aldamsa01,0.0,2024-25
152.0,A.J. Green,25.0,MIL,SG,73.0,7.0,1659.0,9.2,0.621,0.856,0.064,1.2,9.8,5.7,8.5,1.1,0.4,8.4,12.6,1.6,1.3,2.8,0.082,-1.7,-0.4,-2.2,-0.1,,greenaj01,2.5,5.8,0.429,2.1,5.0,0.427,0.4,0.8,0.443,0.612,0.3,0.4,0.815,0.2,2.1,2.4,1.5,0.5,0.1,0.5,2.2,7.4,24.0,.028,.667,.017,.143,.038,.500,.061,.385,.028,.667,.017,.143,.038,.500,.061,.385,.000,0,.292,3,1,greenaj01,0.0,2024-25
153.0,Al Horford,38.0,BOS,C,60.0,42.0,1659.0,12.9,0.563,0.681,0.082,5.2,18.9,12.1,10.4,1.1,2.8,8.8,13.8,2.0,2.4,4.4,0.129,0.1,1.1,1.2,1.3,,horfoal01,3.3,7.7,0.423,1.9,5.2,0.363,1.4,2.5,0.551,0.547,0.6,0.6,0.895,1.3,4.8,6.2,2.1,0.6,0.9,0.8,1.4,9.0,19.0,.119,.745,.163,.467,.015,.429,.022,.200,.119,.745,.163,.467,.015,.429,.022,.200,.017,8,.318,1,0,horfoal01,0.0,2024-25
154.0,Terry Rozier,30.0,MIA,PG,64.0,23.0,1658.0,10.5,0.497,0.485,0.17,3.0,12.8,7.9,14.8,1.1,0.8,10.3,20.4,-0.5,1.5,1.0,0.029,-2.6,-1.0,-3.7,-0.7,,roziete01,3.9,9.9,0.391,1.4,4.8,0.295,2.5,5.1,0.48,0.462,1.4,1.7,0.852,0.7,3.0,3.7,2.6,0.6,0.2,1.2,1.1,10.6,15.7,.173,.600,.216,.394,.072,.435,.054,.500,.173,.600,.216,.394,.072,.435,.054,.500,.002,1,.412,4,0,roziete01,0.0,2024-25
155.0,Peyton Watson,22.0,DEN,SF,68.0,18.0,1656.0,11.4,0.564,0.318,0.32,3.3,11.8,7.7,7.0,1.4,5.0,10.3,13.9,1.0,1.5,2.5,0.073,-2.1,0.3,-1.8,0.1,,watsope01,3.0,6.3,0.477,0.7,2.0,0.353,2.3,4.3,0.534,0.533,1.4,2.0,0.693,0.7,2.7,3.4,1.4,0.7,1.4,0.8,1.8,8.1,10.7,.350,.707,.257,.382,.058,.320,.016,.000,.350,.707,.257,.382,.058,.320,.016,.000,.178,59,.551,1,0,watsope01,0.0,2024-25
156.0,Moses Moody,22.0,GSW,SG,74.0,34.0,1649.0,12.4,0.578,0.593,0.234,3.3,9.2,6.2,8.3,1.7,1.8,7.9,17.4,1.7,1.8,3.5,0.102,-0.9,0.0,-0.9,0.5,,moodymo01,3.3,7.7,0.433,1.7,4.6,0.374,1.6,3.1,0.519,0.544,1.4,1.8,0.797,0.7,1.9,2.6,1.3,0.8,0.4,0.7,1.6,9.8,17.0,.137,.718,.201,.509,.055,.194,.014,.000,.137,.718,.201,.509,.055,.194,.014,.000,.033,17,.368,0,0,moodymo01,0.0,2024-25
157.0,Tristan Da Silva,23.0,ORL,SF,74.0,38.0,1629.0,9.9,0.522,0.495,0.13,4.9,12.7,8.6,10.3,1.0,1.1,9.9,15.2,0.5,1.9,2.5,0.073,-2.3,-0.3,-2.6,-0.3,,dasiltr01,2.7,6.5,0.412,1.1,3.2,0.335,1.6,3.3,0.488,0.495,0.7,0.9,0.873,1.0,2.3,3.3,1.5,0.4,0.2,0.8,1.3,7.2,15.1,.197,.589,.230,.468,.043,.333,.035,.235,.197,.589,.230,.468,.043,.333,.035,.235,.062,23,.393,1,0,dasiltr01,0.0,2024-25
158.0,Donte DiVincenzo,28.0,MIN,SG,62.0,10.0,1606.0,14.1,0.582,0.739,0.106,2.2,13.3,7.9,20.2,2.2,1.0,13.8,19.4,1.6,2.2,3.9,0.115,0.8,1.1,1.9,1.6,,divindo01,4.0,9.6,0.422,2.8,7.1,0.397,1.2,2.5,0.49,0.568,0.8,1.0,0.778,0.5,3.2,3.7,3.6,1.2,0.3,1.6,1.8,11.7,20.5,.126,.627,.106,.365,.024,.357,.005,.333,.126,.627,.106,.365,.024,.357,.005,.333,.013,5,.196,2,0,divindo01,0.0,2024-25
159.0,Isaiah Joe,25.0,OKC,SG,74.0,16.0,1604.0,14.0,0.617,0.793,0.095,2.8,10.1,6.6,9.7,1.4,0.6,5.8,17.2,2.9,2.2,5.1,0.153,1.4,-0.1,1.3,1.4,,joeis01,3.5,7.9,0.44,2.6,6.3,0.412,0.9,1.6,0.549,0.604,0.6,0.8,0.821,0.6,2.1,2.6,1.6,0.6,0.1,0.5,1.5,10.2,22.3,.070,.805,.049,.517,.054,.313,.034,.450,.070,.805,.049,.517,.054,.313,.034,.450,.015,9,.180,0,0,joeis01,0.0,2024-25
160.0,Corey Kispert,25.0,WAS,SF,61.0,0.0,1602.0,11.0,0.584,0.584,0.156,2.3,9.5,5.9,9.7,0.8,0.8,9.6,17.5,1.0,0.1,1.1,0.032,-1.4,-2.2,-3.7,-0.7,,kispeco01,4.2,9.3,0.451,2.0,5.4,0.364,2.2,3.9,0.574,0.558,1.2,1.4,0.852,0.6,2.4,3.0,1.7,0.4,0.2,1.0,1.6,11.6,17.5,.189,.729,.182,.466,.039,.409,.005,.000,.189,.729,.182,.466,.039,.409,.005,.000,.012,7,.164,5,0,kispeco01,0.0,2024-25
162.0,Miles McBride,24.0,NYK,SG,64.0,10.0,1593.0,12.6,0.531,0.57,0.117,3.4,8.1,5.8,15.6,2.1,1.0,6.7,16.8,1.8,1.4,3.2,0.098,-0.4,0.4,0.0,0.8,,mcbrimi01,3.5,8.5,0.406,1.8,4.9,0.369,1.7,3.7,0.455,0.511,0.8,1.0,0.813,0.7,1.8,2.5,2.9,1.0,0.3,0.6,1.7,9.5,18.3,.141,.494,.101,.327,.110,.550,.079,.419,.141,.494,.101,.327,.110,.550,.079,.419,.026,10,.276,3,0,mcbrimi01,0.0,2024-25
163.0,Isaiah Hartenstein,26.0,OKC,C,57.0,53.0,1590.0,18.9,0.599,0.04,0.244,11.2,29.6,20.6,18.3,1.4,3.9,15.3,16.7,3.2,3.6,6.8,0.205,0.6,2.6,3.2,2.1,,harteis01,4.9,8.4,0.581,0.0,0.3,0.0,4.9,8.1,0.605,0.581,1.4,2.1,0.675,2.9,7.9,10.7,3.8,0.8,1.1,1.7,3.0,11.2,6.7,.363,.730,.369,.548,.225,.509,.004,.000,.363,.730,.369,.548,.225,.509,.004,.000,.200,89,.158,0,0,harteis01,0.0,2024-25
164.0,Gradey Dick,21.0,TOR,SG,54.0,54.0,1587.0,10.9,0.543,0.504,0.24,2.9,10.3,6.5,8.9,1.5,0.6,10.4,21.0,0.2,1.2,1.4,0.042,-1.9,-1.3,-3.2,-0.5,,dickgr01,4.9,12.0,0.41,2.1,6.0,0.35,2.8,5.9,0.47,0.498,2.5,2.9,0.858,0.8,2.8,3.6,1.8,0.9,0.2,1.5,2.2,14.4,16.3,.207,.582,.130,.310,.110,.493,.049,.375,.207,.582,.130,.310,.110,.493,.049,.375,.034,18,.261,1,0,dickgr01,0.0,2024-25
165.0,Paolo Banchero,22.0,ORL,PF,46.0,46.0,1582.0,20.0,0.551,0.299,0.423,3.5,22.4,12.5,26.0,1.1,1.7,11.2,33.6,1.1,2.4,3.5,0.106,3.4,0.2,3.5,2.2,,banchpa01,9.0,19.8,0.452,1.9,5.9,0.32,7.1,13.9,0.509,0.5,6.1,8.4,0.727,1.1,6.4,7.5,4.8,0.8,0.6,3.0,2.1,25.9,13.8,.213,.691,.210,.450,.165,.440,.114,.375,.213,.691,.210,.450,.165,.440,.114,.375,.055,40,.092,5,0,banchpa01,0.0,2024-25
166.0,Patrick Williams,23.0,CHI,PF,63.0,36.0,1576.0,9.0,0.512,0.527,0.161,2.9,12.7,7.9,10.3,1.4,1.8,13.5,16.9,-0.9,1.3,0.4,0.012,-3.0,-0.7,-3.7,-0.7,,willipa01,3.3,8.2,0.397,1.5,4.3,0.353,1.7,3.9,0.447,0.49,1.0,1.3,0.723,0.7,3.1,3.8,2.0,0.8,0.5,1.4,1.4,9.0,16.6,.211,.541,.161,.373,.052,.444,.048,.280,.211,.541,.161,.373,.052,.444,.048,.280,.048,18,.217,0,0,willipa01,0.0,2024-25
167.0,Obi Toppin,26.0,IND,PF,79.0,4.0,1545.0,17.4,0.642,0.503,0.19,4.1,18.7,11.5,11.9,1.4,1.6,9.5,20.1,2.7,1.6,4.3,0.135,1.8,-0.1,1.7,1.4,,toppiob01,4.0,7.6,0.529,1.4,3.8,0.365,2.6,3.8,0.695,0.621,1.1,1.4,0.781,0.7,3.3,4.0,1.6,0.6,0.4,0.9,1.4,10.5,14.9,.295,.791,.159,.632,.037,.273,.007,.250,.295,.791,.159,.632,.037,.273,.007,.250,.129,74,.385,5,0,toppiob01,0.0,2024-25
168.0,Grayson Allen,29.0,PHO,SG,64.0,7.0,1544.0,13.7,0.631,0.716,0.233,2.5,11.3,7.0,12.5,1.7,1.2,12.2,17.6,2.0,0.6,2.5,0.079,0.7,-1.0,-0.3,0.7,,allengr01,3.4,7.6,0.448,2.3,5.5,0.426,1.1,2.2,0.504,0.6,1.5,1.8,0.816,0.5,2.5,3.0,2.1,0.8,0.3,1.2,1.5,10.6,20.0,.102,.680,.139,.441,.039,.263,.004,.500,.102,.680,.139,.441,.039,.263,.004,.500,.018,8,.263,0,0,allengr01,0.0,2024-25
169.0,Sam Hauser,27.0,BOS,PF,71.0,19.0,1541.0,12.8,0.632,0.842,0.023,3.1,12.7,7.9,5.8,1.3,0.8,4.6,14.3,2.6,1.8,4.4,0.136,0.9,-0.1,0.8,1.1,,hausesa01,3.0,6.7,0.451,2.3,5.6,0.416,0.7,1.1,0.64,0.627,0.2,0.2,1.0,0.6,2.5,3.2,0.9,0.6,0.2,0.3,1.2,8.5,22.9,.053,.720,.032,.467,.040,.737,.034,.563,.053,.720,.032,.467,.040,.737,.034,.563,.006,1,.268,1,0,hausesa01,0.0,2024-25
170.0,Ziaire Williams,23.0,BRK,SF,63.0,45.0,1541.0,11.9,0.55,0.581,0.237,4.3,17.5,10.6,8.5,2.0,1.8,10.5,18.2,0.5,1.6,2.1,0.065,-2.2,-0.1,-2.3,-0.1,,willizi02,3.4,8.3,0.412,1.6,4.8,0.341,1.8,3.5,0.509,0.511,1.6,2.0,0.821,1.0,3.6,4.6,1.3,1.0,0.4,1.1,2.4,10.0,16.2,.242,.659,.135,.300,.027,.429,.015,.125,.242,.659,.135,.300,.027,.429,.015,.125,.092,38,.411,2,0,willizi02,0.0,2024-25
171.0,Gabe Vincent,28.0,LAL,PG,72.0,11.0,1527.0,7.4,0.536,0.736,0.05,1.5,5.2,3.4,8.7,1.6,0.8,8.7,13.5,0.3,1.0,1.3,0.039,-3.8,-0.1,-4.0,-0.8,,vincega01,2.3,5.8,0.4,1.5,4.3,0.353,0.8,1.5,0.532,0.53,0.2,0.3,0.714,0.3,1.0,1.3,1.4,0.7,0.2,0.6,2.1,6.4,21.0,.079,.636,.090,.474,.057,.458,.038,.563,.079,.636,.090,.474,.057,.458,.038,.563,.000,0,.356,1,0,vincega01,0.0,2024-25
172.0,Victor Wembanyama,21.0,SAS,C,46.0,46.0,1527.0,24.2,0.594,0.47,0.221,5.7,29.8,17.7,18.3,1.6,10.4,13.7,30.4,1.0,2.8,3.8,0.118,3.6,2.9,6.5,3.3,AS,wembavi01,8.9,18.6,0.476,3.1,8.8,0.352,5.8,9.9,0.586,0.559,3.4,4.1,0.836,1.8,9.2,11.0,3.7,1.1,3.8,3.2,2.3,24.3,17.0,.208,.809,.130,.468,.095,.432,.098,.417,.208,.809,.130,.468,.095,.432,.098,.417,.114,91,.065,6,0,wembavi01,1.0,2024-25
173.0,Jerami Grant,30.0,POR,PF,47.0,47.0,1524.0,10.9,0.523,0.516,0.289,1.8,10.0,5.8,9.5,1.3,2.7,9.1,19.4,0.6,1.2,1.8,0.057,-1.4,-0.3,-1.6,0.1,,grantje01,4.6,12.2,0.373,2.3,6.3,0.365,2.3,5.9,0.381,0.467,3.0,3.5,0.849,0.6,2.9,3.5,2.1,0.9,1.0,1.4,2.3,14.4,16.0,.197,.504,.166,.284,.073,.333,.049,.286,.197,.504,.166,.284,.073,.333,.049,.286,.035,12,.368,0,0,grantje01,0.0,2024-25
175.0,Kyle Filipowski,21.0,UTA,C,72.0,27.0,1522.0,14.9,0.594,0.425,0.276,8.0,23.1,15.6,13.9,1.5,1.4,14.9,18.7,1.5,1.0,2.5,0.078,-0.6,-0.3,-1.0,0.4,,filipky01,3.6,7.2,0.502,1.1,3.1,0.35,2.5,4.1,0.614,0.576,1.3,2.0,0.65,1.6,4.6,6.1,1.9,0.7,0.3,1.4,2.4,9.6,13.2,.218,.726,.320,.530,.031,.750,.006,.333,.218,.726,.320,.530,.031,.750,.006,.333,.098,47,.336,1,0,filipky01,0.0,2024-25
176.0,Ja Morant,25.0,MEM,PG,50.0,50.0,1519.0,19.3,0.563,0.321,0.359,2.4,11.8,7.1,36.0,1.9,0.7,15.2,32.2,2.0,1.5,3.5,0.112,3.1,-0.7,2.4,1.7,,moranja01,8.1,17.8,0.454,1.8,5.7,0.309,6.3,12.1,0.523,0.504,5.3,6.4,0.824,0.7,3.4,4.1,7.3,1.2,0.2,3.7,2.3,23.2,12.7,.233,.691,.309,.436,.110,.449,.027,.375,.233,.691,.309,.436,.110,.449,.027,.375,.022,17,.179,6,0,moranja01,1.0,2024-25
177.0,Matas Buzelis,20.0,CHI,SF,80.0,31.0,1511.0,12.5,0.571,0.479,0.195,3.9,15.2,9.6,7.2,0.9,4.3,10.9,18.7,0.5,1.4,1.9,0.06,-2.0,-0.5,-2.5,-0.2,ROY-7,buzelma01,3.2,6.9,0.454,1.2,3.3,0.361,2.0,3.6,0.54,0.541,1.1,1.4,0.815,0.7,2.8,3.5,1.0,0.4,0.9,0.9,1.6,8.6,13.7,.305,.633,.178,.434,.023,.154,.014,.500,.305,.633,.178,.434,.023,.154,.014,.500,.141,65,.504,0,0,buzelma01,0.0,2024-25
178.0,LaMelo Ball,23.0,CHO,PG,47.0,47.0,1505.0,19.1,0.536,0.526,0.228,3.3,13.4,8.2,43.8,1.8,0.8,13.1,35.9,0.9,1.1,2.0,0.065,4.1,-0.9,3.2,2.0,,ballla01,8.6,21.3,0.405,3.8,11.2,0.339,4.8,10.1,0.478,0.494,4.1,4.9,0.843,1.0,3.9,4.9,7.4,1.1,0.3,3.6,3.3,25.2,17.8,.138,.601,.208,.426,.093,.452,.035,.371,.138,.601,.208,.426,.093,.452,.035,.371,.005,4,.089,7,0,ballla01,0.0,2024-25
179.0,Dalton Knecht,23.0,LAL,SF,78.0,16.0,1494.0,12.7,0.594,0.61,0.151,2.9,13.1,8.1,6.5,0.8,0.5,5.9,18.5,1.7,1.0,2.7,0.086,-0.1,-1.7,-1.8,0.1,,knechda01,3.3,7.1,0.461,1.6,4.4,0.376,1.7,2.8,0.594,0.576,0.8,1.1,0.762,0.5,2.3,2.8,0.8,0.3,0.1,0.5,1.2,9.1,18.1,.162,.789,.120,.448,.075,.500,.032,.389,.162,.789,.120,.448,.075,.500,.032,.389,.095,45,.268,2,0,knechda01,0.0,2024-25
182.0,Lauri Markkanen,27.0,UTA,PF,47.0,47.0,1476.0,15.6,0.571,0.57,0.264,5.3,14.9,10.1,7.5,1.1,1.1,7.8,24.0,1.8,0.3,2.2,0.07,1.8,-2.1,-0.3,0.7,,markkla01,6.3,14.9,0.423,2.9,8.5,0.346,3.4,6.4,0.525,0.521,3.4,3.9,0.876,1.5,4.4,5.9,1.5,0.7,0.4,1.4,1.7,19.0,17.3,.150,.638,.204,.510,.044,.355,.031,.318,.150,.638,.204,.510,.044,.355,.031,.318,.104,61,.180,1,0,markkla01,0.0,2024-25
183.0,Luke Kennard,28.0,MEM,SG,65.0,11.0,1472.0,13.6,0.631,0.606,0.132,2.7,10.4,6.6,18.5,1.6,0.3,13.6,14.5,2.6,1.3,3.9,0.127,0.9,0.2,1.1,1.2,,kennalu01,3.2,6.6,0.478,1.7,4.0,0.433,1.4,2.6,0.547,0.609,0.8,0.9,0.895,0.6,2.2,2.8,3.3,0.8,0.1,1.1,0.9,8.9,19.1,.074,.750,.128,.473,.132,.561,.060,.423,.074,.750,.128,.473,.132,.561,.060,.423,.002,1,.241,1,0,kennalu01,0.0,2024-25
184.0,Jamal Shead,22.0,TOR,PG,75.0,11.0,1467.0,9.9,0.499,0.442,0.137,2.1,6.4,4.2,29.8,1.9,0.7,18.0,18.6,-0.2,1.1,0.8,0.027,-3.2,-0.9,-4.1,-0.8,,sheadja01,2.7,6.7,0.405,1.0,3.0,0.323,1.8,3.7,0.47,0.476,0.7,0.9,0.768,0.4,1.1,1.5,4.2,0.8,0.1,1.6,2.1,7.1,15.3,.169,.624,.236,.412,.127,.469,.026,.000,.169,.624,.236,.412,.127,.469,.026,.000,.016,5,.148,4,0,sheadja01,0.0,2024-25
185.0,Aaron Gordon,29.0,DEN,PF,51.0,42.0,1447.0,17.0,0.65,0.346,0.36,6.4,12.1,9.4,15.0,0.8,0.9,11.3,19.0,3.6,0.7,4.3,0.143,2.7,-1.5,1.2,1.2,,gordoaa01,5.2,9.7,0.531,1.5,3.4,0.436,3.7,6.4,0.582,0.607,2.8,3.5,0.81,1.6,3.3,4.8,3.2,0.5,0.3,1.4,1.6,14.7,11.8,.348,.665,.195,.464,.070,.571,.040,.450,.348,.665,.195,.464,.070,.571,.040,.450,.141,63,.360,1,0,gordoaa01,0.0,2024-25
186.0,Isaiah Stewart,23.0,DET,C,72.0,4.0,1434.0,14.6,0.616,0.168,0.276,10.1,20.6,15.4,11.3,0.9,6.7,16.1,12.4,2.1,2.2,4.3,0.144,-1.6,2.1,0.6,0.9,,stewais01,2.4,4.4,0.559,0.2,0.7,0.321,2.2,3.6,0.607,0.586,0.9,1.2,0.759,1.8,3.7,5.5,1.7,0.4,1.4,0.9,2.5,6.0,7.2,.438,.681,.346,.523,.041,.615,.006,.000,.438,.681,.346,.523,.041,.615,.006,.000,.111,35,.170,0,0,stewais01,0.0,2024-25
187.0,Brice Sensabaugh,21.0,UTA,SF,71.0,15.0,1432.0,13.4,0.612,0.621,0.122,3.2,12.6,7.9,12.0,1.5,0.5,14.5,21.5,0.9,0.3,1.2,0.042,0.4,-1.6,-1.2,0.3,,sensabr01,3.9,8.4,0.459,2.2,5.2,0.422,1.7,3.2,0.52,0.59,0.9,1.0,0.89,0.6,2.4,3.0,1.5,0.6,0.1,1.5,1.6,10.9,18.7,.075,.711,.172,.495,.110,.455,.022,.385,.075,.711,.172,.495,.110,.455,.022,.385,.008,5,.306,1,0,sensabr01,0.0,2024-25
188.0,Goga Bitadze,25.0,ORL,C,70.0,42.0,1430.0,19.2,0.631,0.083,0.392,12.7,25.0,18.6,14.8,1.7,6.6,15.3,14.3,2.8,3.0,5.8,0.195,-0.3,2.8,2.5,1.6,,bitadgo01,3.0,4.8,0.611,0.0,0.4,0.107,2.9,4.4,0.656,0.615,1.2,1.9,0.639,2.4,4.2,6.6,2.0,0.7,1.4,1.0,2.1,7.2,4.9,.599,.739,.265,.544,.035,.333,.018,.167,.599,.739,.265,.544,.035,.333,.018,.167,.289,87,.214,1,0,bitadgo01,0.0,2024-25
189.0,Kel'el Ware,20.0,MIA,C,64.0,36.0,1422.0,17.4,0.603,0.239,0.144,9.1,27.5,18.4,6.5,1.4,4.8,10.4,17.2,1.7,2.5,4.1,0.14,-0.7,0.6,-0.1,0.7,ROY-6,wareke01,4.0,7.3,0.554,0.5,1.7,0.315,3.5,5.5,0.629,0.592,0.7,1.0,0.687,1.8,5.6,7.4,0.9,0.6,1.1,0.9,1.7,9.3,9.3,.401,.715,.269,.576,.075,.429,.015,.286,.401,.715,.269,.576,.075,.429,.015,.286,.321,128,.180,2,0,wareke01,0.0,2024-25
190.0,Tari Eason,23.0,HOU,PF,57.0,16.0,1420.0,18.5,0.567,0.329,0.186,9.4,17.9,13.6,8.5,3.3,3.2,9.7,19.4,2.1,2.9,5.0,0.169,1.0,2.6,3.6,2.0,,easonta01,4.8,9.8,0.487,1.1,3.2,0.342,3.7,6.6,0.557,0.543,1.4,1.8,0.76,2.2,4.1,6.4,1.5,1.7,0.9,1.1,2.4,12.0,11.3,.377,.678,.193,.435,.075,.405,.025,.143,.377,.678,.193,.435,.075,.405,.025,.143,.100,47,.364,1,0,easonta01,0.0,2024-25
191.0,Zach Edey,22.0,MEM,C,66.0,55.0,1416.0,18.2,0.624,0.12,0.293,17.5,23.4,20.5,6.1,1.2,5.5,15.3,16.4,2.7,2.2,4.9,0.165,-0.2,0.1,-0.1,0.7,ROY-5,edeyza01,3.8,6.6,0.58,0.3,0.8,0.346,3.5,5.8,0.612,0.6,1.4,1.9,0.709,3.5,4.8,8.3,1.0,0.5,1.3,1.3,2.8,9.2,6.1,.501,.760,.335,.414,.035,.400,.009,.500,.501,.760,.335,.414,.035,.400,.009,.500,.236,94,.308,0,0,edeyza01,0.0,2024-25
